"","Indicator","Units","Value","Partner","StartDate","appeal","Fundedby","allocation","activity","region","Sector","Governorate","Gender","poptype"
"104533","# of SYRIAN_BOYS_IN_URBAN with access to safe drinking water based on minimum standards","# of boys",0,"AVSI","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","South","WASH","AQABAH","Boys","Urban"
"104534","# of SYRIAN_GIRLS_IN_URBAN with access to safe drinking water based on minimum standards","# of girls",0,"AVSI","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","South","WASH","AQABAH","Girls","Urban"
"104535","# of SYRIAN_GIRLS_IN_URBAN with access to safe drinking water based on minimum standards","# of girls",0,"AVSI","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","South","WASH","AQABAH","Girls","Urban"
"104536","# of SYRIAN_BOYS_IN_URBAN with access to safe drinking water based on minimum standards","# of boys",0,"AVSI","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","Central","WASH","AMMAN","Boys","Urban"
"104537","# of SYRIAN_GIRLS_IN_URBAN with access to safe drinking water based on minimum standards","# of girls",0,"AVSI","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","Central","WASH","AMMAN","Girls","Urban"
"104538","# of SYRIAN_GIRLS_IN_URBAN with access to safe drinking water based on minimum standards","# of girls",0,"AVSI","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","Central","WASH","AMMAN","Girls","Urban"
"104539","# of SYRIAN_BOYS_IN_URBAN with access to safe drinking water based on minimum standards","# of boys",0,"AVSI","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","Central","WASH","AMMAN","Boys","Urban"
"104540","# of SYRIAN_BOYS_IN_URBAN with access to safe drinking water based on minimum standards","# of boys",0,"AVSI","01/06/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","Central","WASH","AMMAN","Boys","Urban"
"104541","# of SYRIAN_BOYS_IN_URBAN with access to safe drinking water based on minimum standards","# of boys",0,"AVSI","01/02/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","Central","WASH","AMMAN","Boys","Urban"
"104542","# of SYRIAN_BOYS_IN_URBAN with access to safe drinking water based on minimum standards","# of boys",0,"AVSI","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","Central","WASH","AMMAN","Boys","Urban"
"104543","# of SYRIAN_BOYS_IN_URBAN with access to safe drinking water based on minimum standards","# of boys",0,"AVSI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","Central","WASH","AMMAN","Boys","Urban"
"104544","# of SYRIAN_BOYS_IN_URBAN with access to safe drinking water based on minimum standards","# of boys",0,"AVSI","01/05/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","Central","WASH","AMMAN","Boys","Urban"
"104545","# of SYRIAN_GIRLS_IN_URBAN with access to safe drinking water based on minimum standards","# of girls",0,"AVSI","01/05/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","Central","WASH","AMMAN","Girls","Urban"
"104546","# of SYRIAN_GIRLS_IN_URBAN with access to safe drinking water based on minimum standards","# of girls",0,"AVSI","01/06/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","Central","WASH","AMMAN","Girls","Urban"
"104547","# of SYRIAN_GIRLS_IN_URBAN with access to safe drinking water based on minimum standards","# of girls",0,"AVSI","01/02/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","Central","WASH","AMMAN","Girls","Urban"
"104548","# of SYRIAN_GIRLS_IN_URBAN with access to safe drinking water based on minimum standards","# of girls",0,"AVSI","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","Central","WASH","AMMAN","Girls","Urban"
"104549","# of SYRIAN_GIRLS_IN_URBAN with access to safe drinking water based on minimum standards","# of girls",0,"AVSI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","Central","WASH","AMMAN","Girls","Urban"
"104550","# of SYRIAN_BOYS_IN_URBAN with access to safe drinking water based on minimum standards","# of boys",267,"JEN","01/04/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","Central","WASH","AMMAN","Boys","Urban"
"104551","# of SYRIAN_GIRLS_IN_URBAN with access to safe drinking water based on minimum standards","# of girls",26,"JEN","01/05/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","Central","WASH","AMMAN","Girls","Urban"
"104552","# of SYRIAN_BOYS_IN_URBAN with access to safe drinking water based on minimum standards","# of boys",168,"JEN","01/06/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","Central","WASH","AMMAN","Boys","Urban"
"104553","# of SYRIAN_BOYS_IN_URBAN with access to safe drinking water based on minimum standards","# of boys",267,"JEN","01/03/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","Central","WASH","AMMAN","Boys","Urban"
"104554","# of SYRIAN_BOYS_IN_URBAN with access to safe drinking water based on minimum standards","# of boys",168,"JEN","01/05/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","Central","WASH","AMMAN","Boys","Urban"
"104555","# of SYRIAN_GIRLS_IN_URBAN with access to safe drinking water based on minimum standards","# of girls",0,"JEN","01/01/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","Central","WASH","AMMAN","Girls","Urban"
"104556","# of SYRIAN_GIRLS_IN_URBAN with access to safe drinking water based on minimum standards","# of girls",26,"JEN","01/07/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","Central","WASH","AMMAN","Girls","Urban"
"104557","# of SYRIAN_GIRLS_IN_URBAN with access to safe drinking water based on minimum standards","# of girls",0,"JEN","01/02/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","Central","WASH","AMMAN","Girls","Urban"
"104558","# of SYRIAN_GIRLS_IN_URBAN with access to safe drinking water based on minimum standards","# of girls",26,"JEN","01/06/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","Central","WASH","AMMAN","Girls","Urban"
"104559","# of SYRIAN_BOYS_IN_URBAN with access to safe drinking water based on minimum standards","# of boys",168,"JEN","01/07/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","Central","WASH","AMMAN","Boys","Urban"
"104560","# of SYRIAN_BOYS_IN_URBAN with access to safe drinking water based on minimum standards","# of boys",0,"JEN","01/02/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","Central","WASH","AMMAN","Boys","Urban"
"104561","# of SYRIAN_GIRLS_IN_URBAN with access to safe drinking water based on minimum standards","# of girls",361,"JEN","01/04/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","Central","WASH","AMMAN","Girls","Urban"
"104562","# of SYRIAN_BOYS_IN_URBAN with access to safe drinking water based on minimum standards","# of boys",0,"JEN","01/01/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","Central","WASH","AMMAN","Boys","Urban"
"104563","# of SYRIAN_GIRLS_IN_URBAN with access to safe drinking water based on minimum standards","# of girls",361,"JEN","01/03/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.4.1]Schools etc access Water","Central","WASH","AMMAN","Girls","Urban"
"104570","Proportionate of SYRIAN_MEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/07/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Men","Camp"
"104571","Proportionate of SYRIAN_MEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/03/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Men","Camp"
"104572","Proportionate of SYRIAN_MEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/01/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Men","Camp"
"104573","Proportionate of SYRIAN_WOMEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/03/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Women","Camp"
"104574","Proportionate of SYRIAN_WOMEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/04/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Women","Camp"
"104575","Proportionate of SYRIAN_WOMEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/01/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Women","Camp"
"104576","Proportionate of SYRIAN_WOMEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/07/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Women","Camp"
"104577","Proportionate of SYRIAN_BOYS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/04/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Boys","Camp"
"104578","Proportionate of SYRIAN_MEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/02/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Men","Camp"
"104579","Proportionate of  SYRIAN_GIRLS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/03/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Girls","Camp"
"104580","Proportionate of SYRIAN_BOYS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/03/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Boys","Camp"
"104581","Proportionate of  SYRIAN_GIRLS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/01/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Girls","Camp"
"104582","Proportionate of SYRIAN_BOYS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/01/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Boys","Camp"
"104583","Proportionate of SYRIAN_BOYS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/06/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Boys","Camp"
"104584","Proportionate of SYRIAN_MEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/05/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Men","Camp"
"104585","Proportionate of SYRIAN_MEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/04/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Men","Camp"
"104586","Proportionate of  SYRIAN_GIRLS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/06/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Girls","Camp"
"104587","Proportionate of SYRIAN_WOMEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/05/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Women","Camp"
"104588","Proportionate of SYRIAN_BOYS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/07/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Boys","Camp"
"104589","Proportionate of  SYRIAN_GIRLS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/04/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Girls","Camp"
"104590","Proportionate of SYRIAN_WOMEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/02/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Women","Camp"
"104591","Proportionate of  SYRIAN_GIRLS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/07/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Girls","Camp"
"104592","Proportionate of  SYRIAN_GIRLS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/02/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Girls","Camp"
"104593","Proportionate of SYRIAN_BOYS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/02/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Boys","Camp"
"104594","Proportionate of SYRIAN_WOMEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/06/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Women","Camp"
"104595","Proportionate of SYRIAN_MEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/06/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Men","Camp"
"104596","Proportionate of  SYRIAN_GIRLS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/05/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Girls","Camp"
"104597","Proportionate of SYRIAN_BOYS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/05/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Boys","Camp"
"104598","Proportionate of SYRIAN_MEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/06/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","Central","WASH","AzraqCamp","Men","Camp"
"104599","Proportionate of SYRIAN_WOMEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/02/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","Central","WASH","AzraqCamp","Women","Camp"
"104600","Proportionate of  SYRIAN_GIRLS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/02/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","Central","WASH","AzraqCamp","Girls","Camp"
"104601","Proportionate of SYRIAN_MEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/01/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","Central","WASH","AzraqCamp","Men","Camp"
"104602","Proportionate of SYRIAN_MEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/04/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","Central","WASH","AzraqCamp","Men","Camp"
"104603","Proportionate of SYRIAN_MEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/07/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","Central","WASH","AzraqCamp","Men","Camp"
"104604","Proportionate of SYRIAN_MEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/03/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","Central","WASH","AzraqCamp","Men","Camp"
"104605","Proportionate of SYRIAN_MEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/02/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","Central","WASH","AzraqCamp","Men","Camp"
"104606","Proportionate of SYRIAN_BOYS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/02/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","Central","WASH","AzraqCamp","Boys","Camp"
"104607","Proportionate of SYRIAN_MEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/05/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","Central","WASH","AzraqCamp","Men","Camp"
"104608","Proportionate of SYRIAN_WOMEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/01/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","Central","WASH","AzraqCamp","Women","Camp"
"104609","Proportionate of SYRIAN_WOMEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/04/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","Central","WASH","AzraqCamp","Women","Camp"
"104610","Proportionate of SYRIAN_WOMEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/07/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","Central","WASH","AzraqCamp","Women","Camp"
"104611","Proportionate of SYRIAN_BOYS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/01/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","Central","WASH","AzraqCamp","Boys","Camp"
"104612","Proportionate of SYRIAN_BOYS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/06/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","Central","WASH","AzraqCamp","Boys","Camp"
"104613","Proportionate of SYRIAN_BOYS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/07/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","Central","WASH","AzraqCamp","Boys","Camp"
"104614","Proportionate of SYRIAN_WOMEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/06/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","Central","WASH","AzraqCamp","Women","Camp"
"104615","Proportionate of  SYRIAN_GIRLS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/06/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","Central","WASH","AzraqCamp","Girls","Camp"
"104616","Proportionate of SYRIAN_BOYS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/04/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","Central","WASH","AzraqCamp","Boys","Camp"
"104617","Proportionate of SYRIAN_BOYS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/05/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","Central","WASH","AzraqCamp","Boys","Camp"
"104618","Proportionate of  SYRIAN_GIRLS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/01/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","Central","WASH","AzraqCamp","Girls","Camp"
"104619","Proportionate of  SYRIAN_GIRLS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/04/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","Central","WASH","AzraqCamp","Girls","Camp"
"104620","Proportionate of SYRIAN_WOMEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/03/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","Central","WASH","AzraqCamp","Women","Camp"
"104621","Proportionate of  SYRIAN_GIRLS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/07/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","Central","WASH","AzraqCamp","Girls","Camp"
"104622","Proportionate of  SYRIAN_GIRLS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/03/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","Central","WASH","AzraqCamp","Girls","Camp"
"104623","Proportionate of SYRIAN_WOMEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/05/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","Central","WASH","AzraqCamp","Women","Camp"
"104624","Proportionate of  SYRIAN_GIRLS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/05/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","Central","WASH","AzraqCamp","Girls","Camp"
"104625","Proportionate of SYRIAN_BOYS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/03/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","Central","WASH","AzraqCamp","Boys","Camp"
"104626","Proportionate of SYRIAN_MEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/06/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Men","Camp"
"104627","Proportionate of SYRIAN_MEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/03/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Men","Camp"
"104628","Proportionate of SYRIAN_MEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/02/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Men","Camp"
"104629","Proportionate of SYRIAN_WOMEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/03/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Women","Camp"
"104630","Proportionate of SYRIAN_WOMEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/06/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Women","Camp"
"104631","Proportionate of SYRIAN_BOYS_IN_CAMPS have access to safe wastewater management","%",0,"ACTED","01/07/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Boys","Camp"
"104632","Proportionate of SYRIAN_BOYS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/03/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Boys","Camp"
"104633","Proportionate of SYRIAN_WOMEN_IN_CAMPS have access to safe wastewater management","%",0,"ACTED","01/07/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Women","Camp"
"104634","Proportionate of SYRIAN_MEN_IN_CAMPS have access to safe wastewater management","%",0,"ACTED","01/07/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Men","Camp"
"104635","Proportionate of SYRIAN_WOMEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/02/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Women","Camp"
"104636","Proportionate of SYRIAN_MEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/05/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Men","Camp"
"104637","Proportionate of SYRIAN_BOYS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/04/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Boys","Camp"
"104638","Proportionate of SYRIAN_BOYS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/06/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Boys","Camp"
"104639","Proportionate of SYRIAN_WOMEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/05/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Women","Camp"
"104640","Proportionate of  SYRIAN_GIRLS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/05/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Girls","Camp"
"104641","Proportionate of  SYRIAN_GIRLS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/06/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Girls","Camp"
"104642","Proportionate of SYRIAN_BOYS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/02/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Boys","Camp"
"104643","Proportionate of SYRIAN_WOMEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/04/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Women","Camp"
"104644","Proportionate of  SYRIAN_GIRLS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/04/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Girls","Camp"
"104645","Proportionate of  SYRIAN_GIRLS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/02/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Girls","Camp"
"104646","Proportionate of SYRIAN_BOYS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/05/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Boys","Camp"
"104647","Proportionate of  SYRIAN_GIRLS_IN_CAMPS have access to safe wastewater management","%",0,"ACTED","01/07/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Girls","Camp"
"104648","Proportionate of  SYRIAN_GIRLS_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/03/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Girls","Camp"
"104649","Proportionate of SYRIAN_MEN_IN_CAMPS have access to safe wastewater management","%",100,"ACTED","01/04/2016","Indirect Implementation","UNICEF","Yes","[REF2.1.1]Water collection/disposal","North","WASH","IRBID","Men","Camp"
"104798","# of SYRIAN_GIRLS_IN_URBAN with better access to sanitation facilities","#",114,"ACTED","01/05/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.1]Sanitation improv. In urban","North","WASH","MAFRAQ","Girls","Urban"
"104799","# of SYRIAN_GIRLS_IN_URBAN with better access to sanitation facilities","#",748,"ACTED","01/07/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.1]Sanitation improv. In urban","North","WASH","MAFRAQ","Girls","Urban"
"104800","# of SYRIAN_GIRLS_IN_URBAN with better access to sanitation facilities","#",0,"ACTED","01/03/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.1]Sanitation improv. In urban","North","WASH","MAFRAQ","Girls","Urban"
"104801","# of SYRIAN_GIRLS_IN_URBAN with better access to sanitation facilities","#",408,"ACTED","01/06/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.1]Sanitation improv. In urban","North","WASH","MAFRAQ","Girls","Urban"
"104802","# of SYRIAN_GIRLS_IN_URBAN with better access to sanitation facilities","#",0,"ACTED","01/01/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.1]Sanitation improv. In urban","North","WASH","MAFRAQ","Girls","Urban"
