mon,sort,na,aggmonit,aggmonit2,aggtarget,indicatorName,activityName,sect,ob,indicatorId.x,indicatorId.y,activityCategory.x,indicatorCategory.x,aggregation.x,units.x,reportingFrequency.x,locationTypeName.x,activityId.x,databaseId.x.x,indicatorCode.x,objective.x,sector.x,Category.x,activity2.x,activityCategory.y,indicatorCategory.y,aggregation.y,units.y,reportingFrequency.y,locationTypeName.y,activityId.y,databaseId.x.y,indicatorCode.y,objective.y,sector.y,Category.y,activity2.y
no,tosort,,,,,Host Community Boys (Age 0-17),[RES6.2] Natural Resource Management Badia,FOOD/LIVELIHOOD,Pastoral Livelihooods,,91260,,,,,,,,,,,,,,FOOD/LIV[6]Pastoral Livelihooods,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11248,1662,,Pastoral Livelihooods,FOOD/LIVELIHOOD,Resilience, Natural Resource Management Badia
no,tosort,,,,,Host Community Girls (Age 0-17),[RES6.2] Natural Resource Management Badia,FOOD/LIVELIHOOD,Pastoral Livelihooods,,91259,,,,,,,,,,,,,,FOOD/LIV[6]Pastoral Livelihooods,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11248,1662,,Pastoral Livelihooods,FOOD/LIVELIHOOD,Resilience, Natural Resource Management Badia
no,tosort,,,,,Host Community Men (Age 18 and above),[RES6.2] Natural Resource Management Badia,FOOD/LIVELIHOOD,Pastoral Livelihooods,,91261,,,,,,,,,,,,,,FOOD/LIV[6]Pastoral Livelihooods,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11248,1662,,Pastoral Livelihooods,FOOD/LIVELIHOOD,Resilience, Natural Resource Management Badia
no,tosort,,,,,Host Community Women (Age 18 and above),[RES6.2] Natural Resource Management Badia,FOOD/LIVELIHOOD,Pastoral Livelihooods,,91258,,,,,,,,,,,,,,FOOD/LIV[6]Pastoral Livelihooods,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11248,1662,,Pastoral Livelihooods,FOOD/LIVELIHOOD,Resilience, Natural Resource Management Badia
no,tosort,,,,,Urban/Rural Syrian Boys (Age 0-17),[RES6.2] Natural Resource Management Badia,FOOD/LIVELIHOOD,Pastoral Livelihooods,,91256,,,,,,,,,,,,,,FOOD/LIV[6]Pastoral Livelihooods,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11248,1662,,Pastoral Livelihooods,FOOD/LIVELIHOOD,Resilience, Natural Resource Management Badia
no,tosort,,,,,Urban/Rural Syrian Girls (Age 0-17),[RES6.2] Natural Resource Management Badia,FOOD/LIVELIHOOD,Pastoral Livelihooods,,91255,,,,,,,,,,,,,,FOOD/LIV[6]Pastoral Livelihooods,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11248,1662,,Pastoral Livelihooods,FOOD/LIVELIHOOD,Resilience, Natural Resource Management Badia
no,tosort,,,,,Urban/Rural Syrian Men (Age 18 and above),[RES6.2] Natural Resource Management Badia,FOOD/LIVELIHOOD,Pastoral Livelihooods,,91257,,,,,,,,,,,,,,FOOD/LIV[6]Pastoral Livelihooods,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11248,1662,,Pastoral Livelihooods,FOOD/LIVELIHOOD,Resilience, Natural Resource Management Badia
no,tosort,,,,,Urban/Rural Syrian Women (Age 18 and above),[RES6.2] Natural Resource Management Badia,FOOD/LIVELIHOOD,Pastoral Livelihooods,,91254,,,,,,,,,,,,,,FOOD/LIV[6]Pastoral Livelihooods,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11248,1662,,Pastoral Livelihooods,FOOD/LIVELIHOOD,Resilience, Natural Resource Management Badia
yes,yes,,,,,# of assets restored or created and benefitting the communities,"[RES6.3] Forestry, Rangeland, Water assets",FOOD/LIVELIHOOD,Pastoral Livelihooods,2146392522,91116,FOOD/LIV[6]Pastoral Livelihooods,Indicator,0,# of facilities,1,SyrRefRespRRP6,14284,2300,,Pastoral Livelihooods,FOOD/LIVELIHOOD,Resilience," Forestry, Rangeland, Water assets",FOOD/LIV[6]Pastoral Livelihooods,Indicator,0,# of assets.,0,SyrRefRespRRP6,11249,1662,,Pastoral Livelihooods,FOOD/LIVELIHOOD,Resilience," Forestry, Rangeland, Water assets"
no,out,,,,,% already funded? Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded) *,"[RES6.3] Forestry, Rangeland, Water assets",FOOD/LIVELIHOOD,Pastoral Livelihooods,,91876,,,,,,,,,,,,,,FOOD/LIV[6]Pastoral Livelihooods,Budget,0,% of funds,0,SyrRefRespRRP6,11249,1662,,Pastoral Livelihooods,FOOD/LIVELIHOOD,Resilience," Forestry, Rangeland, Water assets"
no,out,,,,,Budgetary Requirement for 2015,"[RES6.3] Forestry, Rangeland, Water assets",FOOD/LIVELIHOOD,Pastoral Livelihooods,,91275,,,,,,,,,,,,,,FOOD/LIV[6]Pastoral Livelihooods,Budget,0,USD$,0,SyrRefRespRRP6,11249,1662,,Pastoral Livelihooods,FOOD/LIVELIHOOD,Resilience," Forestry, Rangeland, Water assets"
no,tosort,,,,,Camps Syrian Boys (Age 0-17),"[RES6.3] Forestry, Rangeland, Water assets",FOOD/LIVELIHOOD,Pastoral Livelihooods,,91149,,,,,,,,,,,,,,FOOD/LIV[6]Pastoral Livelihooods,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11249,1662,,Pastoral Livelihooods,FOOD/LIVELIHOOD,Resilience," Forestry, Rangeland, Water assets"
no,tosort,,,,,Camps Syrian Girls (Age 0-17),"[RES6.3] Forestry, Rangeland, Water assets",FOOD/LIVELIHOOD,Pastoral Livelihooods,,91136,,,,,,,,,,,,,,FOOD/LIV[6]Pastoral Livelihooods,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11249,1662,,Pastoral Livelihooods,FOOD/LIVELIHOOD,Resilience," Forestry, Rangeland, Water assets"
no,tosort,,,,,Camps Syrian Men (Age 18 and above),"[RES6.3] Forestry, Rangeland, Water assets",FOOD/LIVELIHOOD,Pastoral Livelihooods,,91263,,,,,,,,,,,,,,FOOD/LIV[6]Pastoral Livelihooods,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11249,1662,,Pastoral Livelihooods,FOOD/LIVELIHOOD,Resilience," Forestry, Rangeland, Water assets"
no,tosort,,,,,Camps Syrian Women (Age 18 and above),"[RES6.3] Forestry, Rangeland, Water assets",FOOD/LIVELIHOOD,Pastoral Livelihooods,,91124,,,,,,,,,,,,,,FOOD/LIV[6]Pastoral Livelihooods,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11249,1662,,Pastoral Livelihooods,FOOD/LIVELIHOOD,Resilience," Forestry, Rangeland, Water assets"
no,tosort,,,,,Host Community Boys (Age 0-17),"[RES6.3] Forestry, Rangeland, Water assets",FOOD/LIVELIHOOD,Pastoral Livelihooods,,91272,,,,,,,,,,,,,,FOOD/LIV[6]Pastoral Livelihooods,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11249,1662,,Pastoral Livelihooods,FOOD/LIVELIHOOD,Resilience," Forestry, Rangeland, Water assets"
no,tosort,,,,,Host Community Girls (Age 0-17),"[RES6.3] Forestry, Rangeland, Water assets",FOOD/LIVELIHOOD,Pastoral Livelihooods,,91270,,,,,,,,,,,,,,FOOD/LIV[6]Pastoral Livelihooods,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11249,1662,,Pastoral Livelihooods,FOOD/LIVELIHOOD,Resilience," Forestry, Rangeland, Water assets"
no,tosort,,,,,Host Community Men (Age 18 and above),"[RES6.3] Forestry, Rangeland, Water assets",FOOD/LIVELIHOOD,Pastoral Livelihooods,,91273,,,,,,,,,,,,,,FOOD/LIV[6]Pastoral Livelihooods,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11249,1662,,Pastoral Livelihooods,FOOD/LIVELIHOOD,Resilience," Forestry, Rangeland, Water assets"
no,tosort,,,,,Host Community Women (Age 18 and above),"[RES6.3] Forestry, Rangeland, Water assets",FOOD/LIVELIHOOD,Pastoral Livelihooods,,91269,,,,,,,,,,,,,,FOOD/LIV[6]Pastoral Livelihooods,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11249,1662,,Pastoral Livelihooods,FOOD/LIVELIHOOD,Resilience," Forestry, Rangeland, Water assets"
no,tosort,,,,,Urban/Rural Syrian Boys (Age 0-17),"[RES6.3] Forestry, Rangeland, Water assets",FOOD/LIVELIHOOD,Pastoral Livelihooods,,91266,,,,,,,,,,,,,,FOOD/LIV[6]Pastoral Livelihooods,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11249,1662,,Pastoral Livelihooods,FOOD/LIVELIHOOD,Resilience," Forestry, Rangeland, Water assets"
no,tosort,,,,,Urban/Rural Syrian Girls (Age 0-17),"[RES6.3] Forestry, Rangeland, Water assets",FOOD/LIVELIHOOD,Pastoral Livelihooods,,91265,,,,,,,,,,,,,,FOOD/LIV[6]Pastoral Livelihooods,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11249,1662,,Pastoral Livelihooods,FOOD/LIVELIHOOD,Resilience," Forestry, Rangeland, Water assets"
no,tosort,,,,,Urban/Rural Syrian Men (Age 18 and above),"[RES6.3] Forestry, Rangeland, Water assets",FOOD/LIVELIHOOD,Pastoral Livelihooods,,91268,,,,,,,,,,,,,,FOOD/LIV[6]Pastoral Livelihooods,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11249,1662,,Pastoral Livelihooods,FOOD/LIVELIHOOD,Resilience," Forestry, Rangeland, Water assets"
no,tosort,,,,,Urban/Rural Syrian Women (Age 18 and above),"[RES6.3] Forestry, Rangeland, Water assets",FOOD/LIVELIHOOD,Pastoral Livelihooods,,91264,,,,,,,,,,,,,,FOOD/LIV[6]Pastoral Livelihooods,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,11249,1662,,Pastoral Livelihooods,FOOD/LIVELIHOOD,Resilience," Forestry, Rangeland, Water assets"
no,tosort,,,,,# of Syrian refugees and vulnerable Jordanians trained on nutritional practices,[REF2.1]Nutrition Support & Education,FOOD/LIVELIHOOD,Promote Safe/Nutr/Diverse Food,,85774,,,,,,,,,,,,,,FOOD/LIV[2]Promote Safe/Nutr/Diverse Food,Indicator,0,# of case,0,SyrRefRespRRP6,9662,1662,,Promote Safe/Nutr/Diverse Food,FOOD/LIVELIHOOD,Refugee,Nutrition Support & Education
no,out,,,,,% already funded? Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded) *,[REF2.1]Nutrition Support & Education,FOOD/LIVELIHOOD,Promote Safe/Nutr/Diverse Food,,87000,,,,,,,,,,,,,,FOOD/LIV[2]Promote Safe/Nutr/Diverse Food,Budget,0,%,0,SyrRefRespRRP6,9662,1662,,Promote Safe/Nutr/Diverse Food,FOOD/LIVELIHOOD,Refugee,Nutrition Support & Education
no,out,,,,,Budgetary Requirement for 2015,[REF2.1]Nutrition Support & Education,FOOD/LIVELIHOOD,Promote Safe/Nutr/Diverse Food,,85772,,,,,,,,,,,,,,FOOD/LIV[2]Promote Safe/Nutr/Diverse Food,Budget,0,USD $,0,SyrRefRespRRP6,9662,1662,,Promote Safe/Nutr/Diverse Food,FOOD/LIVELIHOOD,Refugee,Nutrition Support & Education
no,tosort,,,,,Camps Syrian Boys (Age 0-17),[REF2.1]Nutrition Support & Education,FOOD/LIVELIHOOD,Promote Safe/Nutr/Diverse Food,,85761,,,,,,,,,,,,,,FOOD/LIV[2]Promote Safe/Nutr/Diverse Food,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9662,1662,,Promote Safe/Nutr/Diverse Food,FOOD/LIVELIHOOD,Refugee,Nutrition Support & Education
yes,no,,,,,Camps Syrian Boys (Age 0-17) - # trained on nutritional practices,[REF2.1]Nutrition Support & Education,FOOD/LIVELIHOOD,Promote Safe/Nutr/Diverse Food,2146392481,,FOOD/LIV[2]Promote Safe/Nutr/Diverse Food,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14273,2300,,Promote Safe/Nutr/Diverse Food,FOOD/LIVELIHOOD,Refugee,Nutrition Support & Education,,,,,,,,,,,,,
no,tosort,,,,,Camps Syrian Girls (Age 0-17),[REF2.1]Nutrition Support & Education,FOOD/LIVELIHOOD,Promote Safe/Nutr/Diverse Food,,85764,,,,,,,,,,,,,,FOOD/LIV[2]Promote Safe/Nutr/Diverse Food,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9662,1662,,Promote Safe/Nutr/Diverse Food,FOOD/LIVELIHOOD,Refugee,Nutrition Support & Education
yes,no,,,,,Camps Syrian Girls (Age 0-17) - # trained on nutritional practices,[REF2.1]Nutrition Support & Education,FOOD/LIVELIHOOD,Promote Safe/Nutr/Diverse Food,2146392482,,FOOD/LIV[2]Promote Safe/Nutr/Diverse Food,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14273,2300,,Promote Safe/Nutr/Diverse Food,FOOD/LIVELIHOOD,Refugee,Nutrition Support & Education,,,,,,,,,,,,,
no,tosort,,,,,Camps Syrian Men (Age 18 and above),[REF2.1]Nutrition Support & Education,FOOD/LIVELIHOOD,Promote Safe/Nutr/Diverse Food,,85767,,,,,,,,,,,,,,FOOD/LIV[2]Promote Safe/Nutr/Diverse Food,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9662,1662,,Promote Safe/Nutr/Diverse Food,FOOD/LIVELIHOOD,Refugee,Nutrition Support & Education
yes,no,,,,,Camps Syrian Men (Age 18 and above) - # trained on nutritional practices,[REF2.1]Nutrition Support & Education,FOOD/LIVELIHOOD,Promote Safe/Nutr/Diverse Food,2146392483,,FOOD/LIV[2]Promote Safe/Nutr/Diverse Food,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14273,2300,,Promote Safe/Nutr/Diverse Food,FOOD/LIVELIHOOD,Refugee,Nutrition Support & Education,,,,,,,,,,,,,
no,tosort,,,,,Camps Syrian Women (Age 18 and above),[REF2.1]Nutrition Support & Education,FOOD/LIVELIHOOD,Promote Safe/Nutr/Diverse Food,,85770,,,,,,,,,,,,,,FOOD/LIV[2]Promote Safe/Nutr/Diverse Food,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9662,1662,,Promote Safe/Nutr/Diverse Food,FOOD/LIVELIHOOD,Refugee,Nutrition Support & Education
yes,no,,,,,Camps Syrian Women (Age 18 and above) - # trained on nutritional practices,[REF2.1]Nutrition Support & Education,FOOD/LIVELIHOOD,Promote Safe/Nutr/Diverse Food,2146392484,,FOOD/LIV[2]Promote Safe/Nutr/Diverse Food,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14273,2300,,Promote Safe/Nutr/Diverse Food,FOOD/LIVELIHOOD,Refugee,Nutrition Support & Education,,,,,,,,,,,,,
no,tosort,,,,,Host Community Boys (Age 0-17),[REF2.1]Nutrition Support & Education,FOOD/LIVELIHOOD,Promote Safe/Nutr/Diverse Food,,85760,,,,,,,,,,,,,,FOOD/LIV[2]Promote Safe/Nutr/Diverse Food,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9662,1662,,Promote Safe/Nutr/Diverse Food,FOOD/LIVELIHOOD,Refugee,Nutrition Support & Education
yes,no,,,,,Host Community Boys (Age 0-17) - # trained on nutritional practices,[REF2.1]Nutrition Support & Education,FOOD/LIVELIHOOD,Promote Safe/Nutr/Diverse Food,2146392485,,FOOD/LIV[2]Promote Safe/Nutr/Diverse Food,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14273,2300,,Promote Safe/Nutr/Diverse Food,FOOD/LIVELIHOOD,Refugee,Nutrition Support & Education,,,,,,,,,,,,,
no,tosort,,,,,Host Community Girls (Age 0-17),[REF2.1]Nutrition Support & Education,FOOD/LIVELIHOOD,Promote Safe/Nutr/Diverse Food,,85763,,,,,,,,,,,,,,FOOD/LIV[2]Promote Safe/Nutr/Diverse Food,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9662,1662,,Promote Safe/Nutr/Diverse Food,FOOD/LIVELIHOOD,Refugee,Nutrition Support & Education
yes,no,,,,,Host Community Girls (Age 0-17) - # trained on nutritional practices,[REF2.1]Nutrition Support & Education,FOOD/LIVELIHOOD,Promote Safe/Nutr/Diverse Food,2146392486,,FOOD/LIV[2]Promote Safe/Nutr/Diverse Food,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14273,2300,,Promote Safe/Nutr/Diverse Food,FOOD/LIVELIHOOD,Refugee,Nutrition Support & Education,,,,,,,,,,,,,
no,tosort,,,,,Host Community Men (Age 18 and above),[REF2.1]Nutrition Support & Education,FOOD/LIVELIHOOD,Promote Safe/Nutr/Diverse Food,,85766,,,,,,,,,,,,,,FOOD/LIV[2]Promote Safe/Nutr/Diverse Food,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9662,1662,,Promote Safe/Nutr/Diverse Food,FOOD/LIVELIHOOD,Refugee,Nutrition Support & Education
yes,no,,,,,Host Community Men (Age 18 and above) - # trained on nutritional practices,[REF2.1]Nutrition Support & Education,FOOD/LIVELIHOOD,Promote Safe/Nutr/Diverse Food,2146392487,,FOOD/LIV[2]Promote Safe/Nutr/Diverse Food,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14273,2300,,Promote Safe/Nutr/Diverse Food,FOOD/LIVELIHOOD,Refugee,Nutrition Support & Education,,,,,,,,,,,,,
no,tosort,,,,,Host Community Women (Age 18 and above),[REF2.1]Nutrition Support & Education,FOOD/LIVELIHOOD,Promote Safe/Nutr/Diverse Food,,85769,,,,,,,,,,,,,,FOOD/LIV[2]Promote Safe/Nutr/Diverse Food,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9662,1662,,Promote Safe/Nutr/Diverse Food,FOOD/LIVELIHOOD,Refugee,Nutrition Support & Education
yes,no,,,,,Host Community Women (Age 18 and above) - # trained on nutritional practices,[REF2.1]Nutrition Support & Education,FOOD/LIVELIHOOD,Promote Safe/Nutr/Diverse Food,2146392488,,FOOD/LIV[2]Promote Safe/Nutr/Diverse Food,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14273,2300,,Promote Safe/Nutr/Diverse Food,FOOD/LIVELIHOOD,Refugee,Nutrition Support & Education,,,,,,,,,,,,,
no,tosort,,,,,Urban/Rural Syrian Boys (Age 0-17),[REF2.1]Nutrition Support & Education,FOOD/LIVELIHOOD,Promote Safe/Nutr/Diverse Food,,85762,,,,,,,,,,,,,,FOOD/LIV[2]Promote Safe/Nutr/Diverse Food,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9662,1662,,Promote Safe/Nutr/Diverse Food,FOOD/LIVELIHOOD,Refugee,Nutrition Support & Education
yes,no,,,,,Urban/Rural Syrian Boys (Age 0-17) - # trained on nutritional practices,[REF2.1]Nutrition Support & Education,FOOD/LIVELIHOOD,Promote Safe/Nutr/Diverse Food,2146392489,,FOOD/LIV[2]Promote Safe/Nutr/Diverse Food,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14273,2300,,Promote Safe/Nutr/Diverse Food,FOOD/LIVELIHOOD,Refugee,Nutrition Support & Education,,,,,,,,,,,,,
no,tosort,,,,,Urban/Rural Syrian Girls (Age 0-17),[REF2.1]Nutrition Support & Education,FOOD/LIVELIHOOD,Promote Safe/Nutr/Diverse Food,,85765,,,,,,,,,,,,,,FOOD/LIV[2]Promote Safe/Nutr/Diverse Food,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9662,1662,,Promote Safe/Nutr/Diverse Food,FOOD/LIVELIHOOD,Refugee,Nutrition Support & Education
yes,no,,,,,Urban/Rural Syrian Girls (Age 0-17) - # trained on nutritional practices,[REF2.1]Nutrition Support & Education,FOOD/LIVELIHOOD,Promote Safe/Nutr/Diverse Food,2146392490,,FOOD/LIV[2]Promote Safe/Nutr/Diverse Food,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14273,2300,,Promote Safe/Nutr/Diverse Food,FOOD/LIVELIHOOD,Refugee,Nutrition Support & Education,,,,,,,,,,,,,
no,tosort,,,,,Urban/Rural Syrian Men (Age 18 and above),[REF2.1]Nutrition Support & Education,FOOD/LIVELIHOOD,Promote Safe/Nutr/Diverse Food,,85768,,,,,,,,,,,,,,FOOD/LIV[2]Promote Safe/Nutr/Diverse Food,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9662,1662,,Promote Safe/Nutr/Diverse Food,FOOD/LIVELIHOOD,Refugee,Nutrition Support & Education
yes,no,,,,,Urban/Rural Syrian Men (Age 18 and above) - # trained on nutritional practices,[REF2.1]Nutrition Support & Education,FOOD/LIVELIHOOD,Promote Safe/Nutr/Diverse Food,2146392491,,FOOD/LIV[2]Promote Safe/Nutr/Diverse Food,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14273,2300,,Promote Safe/Nutr/Diverse Food,FOOD/LIVELIHOOD,Refugee,Nutrition Support & Education,,,,,,,,,,,,,
no,tosort,,,,,Urban/Rural Syrian Women (Age 18 and above),[REF2.1]Nutrition Support & Education,FOOD/LIVELIHOOD,Promote Safe/Nutr/Diverse Food,,85771,,,,,,,,,,,,,,FOOD/LIV[2]Promote Safe/Nutr/Diverse Food,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9662,1662,,Promote Safe/Nutr/Diverse Food,FOOD/LIVELIHOOD,Refugee,Nutrition Support & Education
yes,no,,,,,Urban/Rural Syrian Women (Age 18 and above) - # trained on nutritional practices,[REF2.1]Nutrition Support & Education,FOOD/LIVELIHOOD,Promote Safe/Nutr/Diverse Food,2146392492,,FOOD/LIV[2]Promote Safe/Nutr/Diverse Food,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14273,2300,,Promote Safe/Nutr/Diverse Food,FOOD/LIVELIHOOD,Refugee,Nutrition Support & Education,,,,,,,,,,,,,
no,tosort,,,,,"# active community health volunteers (male/female, Syrian/Jordanian)",[REF3.1]Community Health Teams,HEALTH,Integrated Community Interventions,,86155,,,,,,,,,,,,,,HLTH[3]Integrated Community Interventions,Indicator,0,# of volunteers,0,SyrRefRespRRP6,9687,1662,,Integrated Community Interventions,HEALTH,Refugee,Community Health Teams
no,out,,,,,% already funded? Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded) *,[REF3.1]Community Health Teams,HEALTH,Integrated Community Interventions,,87447,,,,,,,,,,,,,,HLTH[3]Integrated Community Interventions,Budget,0,%,0,SyrRefRespRRP6,9687,1662,,Integrated Community Interventions,HEALTH,Refugee,Community Health Teams
no,out,,,,,Budgetary Requirement for 2015,[REF3.1]Community Health Teams,HEALTH,Integrated Community Interventions,,86153,,,,,,,,,,,,,,HLTH[3]Integrated Community Interventions,Budget,0,USD $,0,SyrRefRespRRP6,9687,1662,,Integrated Community Interventions,HEALTH,Refugee,Community Health Teams
no,tosort,na,,,,Camps Syrian Boys (Age 0-17),[REF3.1]Community Health Teams,HEALTH,Integrated Community Interventions,,86142,,,,,,,,,,,,,,HLTH[3]Integrated Community Interventions,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9687,1662,,Integrated Community Interventions,HEALTH,Refugee,Community Health Teams
no,tosort,na,,,,Camps Syrian Girls (Age 0-17),[REF3.1]Community Health Teams,HEALTH,Integrated Community Interventions,,86145,,,,,,,,,,,,,,HLTH[3]Integrated Community Interventions,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9687,1662,,Integrated Community Interventions,HEALTH,Refugee,Community Health Teams
no,tosort,na,,,,Camps Syrian Men (Age 18 and above),[REF3.1]Community Health Teams,HEALTH,Integrated Community Interventions,,86148,,,,,,,,,,,,,,HLTH[3]Integrated Community Interventions,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9687,1662,,Integrated Community Interventions,HEALTH,Refugee,Community Health Teams
no,tosort,na,,,,Camps Syrian Women (Age 18 and above),[REF3.1]Community Health Teams,HEALTH,Integrated Community Interventions,,86151,,,,,,,,,,,,,,HLTH[3]Integrated Community Interventions,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9687,1662,,Integrated Community Interventions,HEALTH,Refugee,Community Health Teams
no,tosort,na,,,,Host Community Boys (Age 0-17),[REF3.1]Community Health Teams,HEALTH,Integrated Community Interventions,,86141,,,,,,,,,,,,,,HLTH[3]Integrated Community Interventions,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9687,1662,,Integrated Community Interventions,HEALTH,Refugee,Community Health Teams
no,tosort,na,,,,Host Community Girls (Age 0-17),[REF3.1]Community Health Teams,HEALTH,Integrated Community Interventions,,86144,,,,,,,,,,,,,,HLTH[3]Integrated Community Interventions,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9687,1662,,Integrated Community Interventions,HEALTH,Refugee,Community Health Teams
yes,no,,86147,86155,,Host Community Men # active community health volunteers,[REF3.1]Community Health Teams,HEALTH,Integrated Community Interventions,2146392615,,HLTH[3]Integrated Community Interventions,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14307,2300,,Integrated Community Interventions,HEALTH,Refugee,Community Health Teams,,,,,,,,,,,,,
no,tosort,,,,,Host Community Men (Age 18 and above),[REF3.1]Community Health Teams,HEALTH,Integrated Community Interventions,,86147,,,,,,,,,,,,,,HLTH[3]Integrated Community Interventions,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9687,1662,,Integrated Community Interventions,HEALTH,Refugee,Community Health Teams
yes,no,,86150,86155,,Host Community Women # active community health volunteers,[REF3.1]Community Health Teams,HEALTH,Integrated Community Interventions,2146392616,,HLTH[3]Integrated Community Interventions,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14307,2300,,Integrated Community Interventions,HEALTH,Refugee,Community Health Teams,,,,,,,,,,,,,
no,tosort,,,,,Host Community Women (Age 18 and above),[REF3.1]Community Health Teams,HEALTH,Integrated Community Interventions,,86150,,,,,,,,,,,,,,HLTH[3]Integrated Community Interventions,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9687,1662,,Integrated Community Interventions,HEALTH,Refugee,Community Health Teams
yes,no,,86149,86155,,Syrian men # active community health volunteers,[REF3.1]Community Health Teams,HEALTH,Integrated Community Interventions,2146392618,,HLTH[3]Integrated Community Interventions,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14307,2300,,Integrated Community Interventions,HEALTH,Refugee,Community Health Teams,,,,,,,,,,,,,
yes,no,,86152,86155,,Syrian Women  # active community health volunteers,[REF3.1]Community Health Teams,HEALTH,Integrated Community Interventions,2146392617,,HLTH[3]Integrated Community Interventions,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14307,2300,,Integrated Community Interventions,HEALTH,Refugee,Community Health Teams,,,,,,,,,,,,,
no,tosort,na,,,,Urban/Rural Syrian Boys (Age 0-17),[REF3.1]Community Health Teams,HEALTH,Integrated Community Interventions,,86143,,,,,,,,,,,,,,HLTH[3]Integrated Community Interventions,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9687,1662,,Integrated Community Interventions,HEALTH,Refugee,Community Health Teams
no,tosort,na,,,,Urban/Rural Syrian Girls (Age 0-17),[REF3.1]Community Health Teams,HEALTH,Integrated Community Interventions,,86146,,,,,,,,,,,,,,HLTH[3]Integrated Community Interventions,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9687,1662,,Integrated Community Interventions,HEALTH,Refugee,Community Health Teams
