"","sector","StartDate","Category","activity","Indicator","Governorate","Gender","Partner","SiteType","appeal","Fundedby","allocation","rcode","gcode","Value","Units","location","region","poptype"
"1788","SHELTER","01/05/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",9,"Individual","Liwa al Wasatiyah","North","Urban"
"1809","SHELTER","01/08/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",32,"Individual","Liwa al Wasatiyah","North","other Affected"
"1810","SHELTER","01/08/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",9,"Individual","Liwa al Wasatiyah","North","Urban"
"1812","SHELTER","01/07/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",23,"#","Liwa al Wasatiyah","North",""
"1813","SHELTER","01/10/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",11,"Individual","Liwa at Tayyibah","North","Urban"
"1818","SHELTER","01/12/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",52,"Individual","Liwa at Tayyibah","North","Urban"
"1819","SHELTER","01/12/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",21,"#","Liwa at Tayyibah","North",""
"1821","SHELTER","01/01/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",78,"Individual","Liwa at Tayyibah","North","Urban"
"1826","SHELTER","01/02/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",81,"Individual","Liwa at Tayyibah","North","Urban"
"1829","SHELTER","01/03/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",63,"Individual","Liwa at Tayyibah","North","Urban"
"1834","SHELTER","01/12/2013","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",24,"Individual","Liwa at Tayyibah","North","Urban"
"1837","SHELTER","01/08/2014","1. Host Communities","5. Increased awareness about tenure","NA","AMMAN","","Caritas","   Urban areas - ","Direct appeal","None","Yes","2","1705",200,"#","Amman Governorate","Center",""
"1838","SHELTER","01/09/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",27,"Individual","Liwa at Tayyibah","North","Urban"
"1841","SHELTER","01/07/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",45,"Individual","Liwa at Tayyibah","North","other Affected"
"1842","SHELTER","01/05/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",63,"Individual","Liwa at Tayyibah","North","other Affected"
"1843","SHELTER","01/05/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",63,"Individual","Liwa at Tayyibah","North",""
"1844","SHELTER","01/01/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",213,"Individual","Liwa at Tayyibah","North","other Affected"
"1845","SHELTER","01/09/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",27,"Individual","Liwa at Tayyibah","North","other Affected"
"1847","SHELTER","01/04/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",70,"Individual","Liwa at Tayyibah","North",""
"1851","SHELTER","01/12/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",52,"Individual","Liwa at Tayyibah","North","other Affected"
"1859","SHELTER","01/05/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","IRBID","","ICMC","   Urban areas - ","Direct appeal","None","Yes","1","1707",1,"Individual","Irbid City","North",""
"1862","SHELTER","01/07/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",27,"Individual","Liwa al Mazar ash Shamali","North","Urban"
"1864","SHELTER","01/12/2013","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",50,"Individual","Liwa at Tayyibah","North","other Affected"
"1865","SHELTER","01/03/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",168,"Individual","Liwa at Tayyibah","North",""
"1867","SHELTER","01/06/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",27,"Individual","Liwa at Tayyibah","North","other Affected"
"1871","SHELTER","01/02/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",114,"Individual","Liwa at Tayyibah","North","Urban"
"1873","SHELTER","01/05/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",15,"Individual","Liwa at Tayyibah","North","Urban"
"1875","SHELTER","01/09/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",27,"Individual","Liwa at Tayyibah","North",""
"1878","SHELTER","01/06/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",14,"Individual","Liwa at Tayyibah","North","Urban"
"1890","SHELTER","01/01/2014","1. Host Communities","5. Increased awareness about tenure",,"AMMAN","Men","Caritas","   Urban areas - ","Direct appeal","None","Yes","2","1705",19,"Individual","Amman Governorate","Center","Urban"
"1929","SHELTER","01/11/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","BALQA","","Caritas","   Urban areas - ","Direct appeal","None","Yes","2","1702",75,"Individual","Al Balqa Governorate","Center",""
"1937","SHELTER","01/07/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",122,"Individual","Liwa Bani Ubayid","North",""
"1946","SHELTER","01/11/2014","2. Planned Site","3. Emergency shelter provided","NA","ZaatariCamp","","NRC","Camp    - ","Indirect appeal","UNHCR","Yes","5","2",281,"#","Zaatari Camp (all district)","2",""
"1951","SHELTER","01/03/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",74,"#","Liwa Bani Ubayid","North",""
"1963","SHELTER","01/11/2014","1. Host Communities","5. Increased awareness about tenure",,"BALQA","Women","Caritas","   Urban areas - ","Direct appeal","None","Yes","2","1702",36,"Individual","Al Balqa Governorate","Center","Urban"
"1971","SHELTER","01/02/2014","1. Host Communities","1. Housing units upgraded to minimum standard",,"IRBID","Women","MEDAIR","   Urban areas - ","Direct appeal","None","Yes","1","1707",6,"Individual","Liwa ar Ramtha","North","Urban"
"1989","SHELTER","01/03/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",21,"#","Liwa al Kurah","North",""
"1999","SHELTER","01/07/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",4,"Individual","Liwa al Mazar ash Shamali","North","Urban"
"2012","SHELTER","01/03/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"AMMAN","Women","Caritas","   Urban areas - ","Direct appeal","None","Yes","2","1705",39,"Individual","Amman Governorate","Center","Urban"
"2020","SHELTER","01/07/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",112,"Individual","Liwa al Kurah","North","other Affected"
"2052","SHELTER","01/04/2014","1. Host Communities","1. Housing units upgraded to minimum standard","NA","IRBID","","JHAS","   Urban areas - ","Appeal outside of RRP6","None","No","1","1707",96,"#","Irbid Governorate","North",""
"2057","SHELTER","01/02/2014","1. Host Communities","1. Housing units upgraded to minimum standard",,"IRBID","Girls","MEDAIR","   Urban areas - ","Direct appeal","None","Yes","1","1707",1,"Individual","Liwa ar Ramtha","North","Urban"
"2059","SHELTER","01/03/2014","1. Host Communities","1. Housing units upgraded to minimum standard",,"IRBID","Men","MEDAIR","   Urban areas - ","Direct appeal","None","Yes","1","1707",15,"Individual","Liwa ar Ramtha","North","Urban"
"2081","SHELTER","01/02/2014","1. Host Communities","5. Increased awareness about tenure",,"AMMAN","Men","Caritas","   Urban areas - ","Direct appeal","None","Yes","2","1705",76,"Individual","Amman Governorate","Center","Urban"
"2084","SHELTER","01/12/2014","1. Host Communities","5. Increased awareness about tenure",,"AMMAN","Women","Caritas","   Urban areas - ","Direct appeal","None","Yes","2","1705",84,"Individual","Amman Governorate","Center","Urban"
"2086","SHELTER","01/03/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","BALQA","","Caritas","   Urban areas - ","Direct appeal","None","Yes","2","1702",243,"Individual","Al Balqa Governorate","Center",""
"2101","SHELTER","01/09/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","IRBID","","ICMC","   Urban areas - ","Direct appeal","None","Yes","1","1707",35,"Individual","Irbid City","North",""
"2102","SHELTER","01/07/2014","1. Host Communities","1. Housing units upgraded to minimum standard","NA","BALQA","","JHAS","   Urban areas - ","Appeal outside of RRP6","None","No","2","1702",37,"#","Liwa ash Shunah al Janubiyah","Center",""
"2108","SHELTER","01/06/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",20,"Individual","Liwa al Mazar ash Shamali","North","other Affected"
"2113","SHELTER","01/07/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"IRBID","Women","LWF","   Urban areas - ","Appeal outside of RRP6","None","Yes","1","1707",53,"Individual","Irbid Governorate","North","Urban"
"2114","SHELTER","01/02/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"IRBID","Women","LWF","   Urban areas - ","Appeal outside of RRP6","None","Yes","1","1707",27,"Individual","Irbid Governorate","North","Urban"
"2117","SHELTER","01/06/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"IRBID","Boys","LWF","   Urban areas - ","Appeal outside of RRP6","None","Yes","1","1707",41,"Individual","Irbid Governorate","North","Camp"
"2118","SHELTER","01/12/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","BALQA","","Caritas","   Urban areas - ","Direct appeal","None","Yes","2","1702",75,"Individual","Al Balqa Governorate","Center",""
"2122","SHELTER","01/04/2014","1. Host Communities","5. Increased awareness about tenure",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",188,"Individual","Irbid Governorate","North","Urban"
"2128","SHELTER","01/02/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"IRBID","Men","LWF","   Urban areas - ","Appeal outside of RRP6","None","Yes","1","1707",26,"Individual","Irbid Governorate","North","Urban"
"2132","SHELTER","01/08/2014","1. Host Communities","5. Increased awareness about tenure",,"AMMAN","Women","Caritas","   Urban areas - ","Direct appeal","None","Yes","2","1705",102,"Individual","Amman Governorate","Center","Urban"
"2139","SHELTER","01/08/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","BALQA","","Caritas","   Urban areas - ","Direct appeal","None","Yes","2","1702",70,"Individual","Al Balqa Governorate","Center",""
"2151","SHELTER","01/08/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",115,"Individual","Liwa al Kurah","North",""
"2205","SHELTER","01/03/2014","1. Host Communities","5. Increased awareness about tenure",,"AMMAN","Men","Caritas","   Urban areas - ","Direct appeal","None","Yes","2","1705",98,"Individual","Amman Governorate","Center","other Affected"
"2217","SHELTER","01/04/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Boys","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",20,"Individual","Liwa at Tayyibah","North","Camp"
"2234","SHELTER","01/06/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","MAFRAQ","","ICMC","   Urban areas - ","Direct appeal","None","Yes","1","1711",20,"Individual","Mafraq City","North",""
"2235","SHELTER","01/06/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",60,"Individual","Liwa Qasabat Irbid","North","other Affected"
"2249","SHELTER","01/09/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",307,"Individual","Liwa Qasabat Irbid","North",""
"2263","SHELTER","01/07/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",27,"Individual","Liwa al Mazar ash Shamali","North","other Affected"
"2281","SHELTER","01/03/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",25,"Individual","Liwa al Mazar ash Shamali","North","Urban"
"2290","SHELTER","01/04/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"MAFRAQ","Women","LWF","   Urban areas - ","Appeal outside of RRP6","None","Yes","1","1711",38,"Individual","Mafraq Governorate","North","Urban"
"2293","SHELTER","01/11/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",72,"Individual","Liwa Bani Ubayid","North","Urban"
"2294","SHELTER","01/03/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"AMMAN","Men","Caritas","   Urban areas - ","Direct appeal","None","Yes","2","1705",19,"Individual","Amman Governorate","Center","Urban"
"2316","SHELTER","01/05/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",27,"Individual","Liwa Bani Ubayid","North","Urban"
"2332","SHELTER","01/01/2014","1. Host Communities","1. Housing units upgraded to minimum standard",,"IRBID","Men","MC","   Urban areas - ","Direct appeal","None","Yes","1","1707",97,"Individual","Liwa Bani Kinanah","North","Urban"
"2333","SHELTER","01/05/2014","1. Host Communities","1. Housing units upgraded to minimum standard",,"IRBID","Men","MC","   Urban areas - ","Direct appeal","None","Yes","1","1707",70,"Individual","Liwa Bani Kinanah","North","Urban"
"2336","SHELTER","01/05/2014","1. Host Communities","1. Housing units upgraded to minimum standard",,"IRBID","Women","MC","   Urban areas - ","Direct appeal","None","Yes","1","1707",80,"Individual","Liwa Bani Kinanah","North","Urban"
"2337","SHELTER","01/11/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",153,"Individual","Liwa Qasabat Irbid","North","Urban"
"2338","SHELTER","01/06/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",162,"Individual","Liwa Bani Ubayid","North","other Affected"
"2340","SHELTER","01/11/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",73,"Individual","Liwa Bani Ubayid","North","Urban"
"2345","SHELTER","01/10/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",28,"Individual","Liwa Bani Ubayid","North","Urban"
"2347","SHELTER","01/01/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","IRBID","","ICMC","   Urban areas - ","Direct appeal","None","Yes","1","1707",108,"Individual","Irbid City","North",""
"2362","SHELTER","01/03/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"AMMAN","Boys","Caritas","   Urban areas - ","Direct appeal","None","Yes","2","1705",112,"Individual","Amman Governorate","Center","Camp"
"2388","SHELTER","01/09/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",119,"Individual","Liwa Qasabat Irbid","North","Urban"
"2401","SHELTER","01/03/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","MAFRAQ","","Caritas","   Urban areas - ","Direct appeal","None","Yes","1","1711",637,"Individual","Mafraq Governorate","North",""
"2418","SHELTER","01/03/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","AMMAN","","Caritas","   Urban areas - ","Direct appeal","None","Yes","2","1705",200,"Individual","Amman Governorate","Center",""
"2466","SHELTER","01/05/2014","1. Host Communities","5. Increased awareness about tenure",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",195,"Individual","Irbid Governorate","North","Urban"
"2515","SHELTER","01/07/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","AMMAN","","Caritas","   Urban areas - ","Direct appeal","None","Yes","2","1705",62,"Individual","Amman Governorate","Center",""
"2526","SHELTER","01/01/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather","NA","AMMAN","","PU-AMI","   Urban areas - ","Direct appeal","None","Yes","2","1705",184,"Individual","Liwa Marka","Center",""
"2536","SHELTER","01/05/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",67,"Individual","Liwa Qasabat Irbid","North","Urban"
"2546","SHELTER","01/06/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","IRBID","","MEDAIR","   Urban areas - ","Direct appeal","None","Yes","1","1707",62,"Individual","Irbid Governorate","North",""
"2556","SHELTER","01/02/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","AMMAN","","Caritas","   Urban areas - ","Direct appeal","None","Yes","2","1705",259,"Individual","Amman Governorate","Center",""
"2568","SHELTER","01/03/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"AMMAN","Women","PU-AMI","   Urban areas - ","Direct appeal","None","Yes","2","1705",65,"Individual","Liwa Marka","Center","Urban"
"2581","SHELTER","01/04/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"AMMAN","Men","PU-AMI","   Urban areas - ","Direct appeal","None","Yes","2","1705",70,"Individual","Liwa Marka","Center","Urban"
"2597","SHELTER","01/09/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",9,"Individual","Liwa al Mazar ash Shamali","North","Urban"
"2608","SHELTER","01/01/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",15,"Individual","Liwa Qasabat Irbid","North","Urban"
"2673","SHELTER","01/02/2014","1. Host Communities","5. Increased awareness about tenure",,"IRBID","Men","Caritas","   Urban areas - ","Direct appeal","None","Yes","1","1707",220,"Individual","Irbid Governorate","North","Urban"
"2683","SHELTER","01/08/2014","1. Host Communities","5. Increased awareness about tenure",,"IRBID","Girls","Caritas","   Urban areas - ","Direct appeal","None","Yes","1","1707",83,"Individual","Irbid Governorate","North","other Affected"
"2689","SHELTER","01/11/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","AMMAN","","Caritas","   Urban areas - ","Direct appeal","None","Yes","2","1705",125,"Individual","Amman Governorate","Center",""
"2732","SHELTER","01/12/2013","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"AMMAN","Men","PU-AMI","   Urban areas - ","Direct appeal","None","Yes","2","1705",12,"Individual","Liwa Marka","Center","Urban"
"2742","SHELTER","01/04/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"AMMAN","Girls","PU-AMI","   Urban areas - ","Direct appeal","None","Yes","2","1705",33,"Individual","Liwa Marka","Center","other Affected"
"2845","SHELTER","01/03/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",95,"Individual","Liwa al Mazar ash Shamali","North","Urban"
"2857","SHELTER","01/12/2013","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",45,"Individual","Liwa al Mazar ash Shamali","North","Urban"
"2859","SHELTER","01/09/2013","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",18,"#","Liwa al Mazar ash Shamali","North",""
"2925","SHELTER","01/04/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"AMMAN","Women","PU-AMI","   Urban areas - ","Direct appeal","None","Yes","2","1705",65,"Individual","Liwa Marka","Center","Urban"
"2926","SHELTER","01/09/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","AMMAN","","Caritas","   Urban areas - ","Direct appeal","None","Yes","2","1705",150,"Individual","Amman Governorate","Center",""
"2927","SHELTER","01/12/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","AMMAN","","Caritas","   Urban areas - ","Direct appeal","None","Yes","2","1705",175,"Individual","Amman Governorate","Center",""
"2934","SHELTER","01/10/2013","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",31,"Individual","Liwa al Mazar ash Shamali","North","Urban"
"2938","SHELTER","01/08/2013","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",10,"Individual","Liwa al Mazar ash Shamali","North","Urban"
"2939","SHELTER","01/10/2013","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",152,"Individual","Liwa al Mazar ash Shamali","North",""
"2940","SHELTER","01/08/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",47,"Individual","Liwa al Mazar ash Shamali","North","Urban"
"2969","SHELTER","01/11/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Boys","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",26,"Individual","Liwa al Mazar ash Shamali","North","Camp"
"2970","SHELTER","01/10/2013","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",152,"Individual","Liwa al Mazar ash Shamali","North","other Affected"
"2971","SHELTER","01/07/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",27,"Individual","Liwa al Mazar ash Shamali","North",""
"2972","SHELTER","01/06/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",20,"Individual","Liwa al Mazar ash Shamali","North",""
"2973","SHELTER","01/06/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",27,"Individual","Liwa at Tayyibah","North",""
"2981","SHELTER","01/05/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",5,"Individual","Liwa al Mazar ash Shamali","North","Urban"
"2992","SHELTER","01/09/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","IRBID","","Caritas","   Urban areas - ","Indirect appeal","None","Yes","1","1707",125,"Individual","Irbid Governorate","North",""
"2993","SHELTER","01/12/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",47,"Individual","Liwa al Wasatiyah","North","Urban"
"2996","SHELTER","01/03/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"TAFILAH","Women","DRC","   Urban areas - ","Direct appeal","None","No","3","1706",81,"Individual","At Tafilah City","South","Urban"
"3043","SHELTER","01/03/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"AMMAN","Women","PU-AMI","   Urban areas - ","Direct appeal","None","Yes","2","1705",7,"Individual","Liwa Marka","Center","Urban"
"3044","SHELTER","01/12/2013","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"AMMAN","Men","PU-AMI","   Urban areas - ","Direct appeal","None","Yes","2","1705",13,"Individual","Liwa Marka","Center","other Affected"
"3045","SHELTER","01/04/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"AMMAN","Men","PU-AMI","   Urban areas - ","Direct appeal","None","Yes","2","1705",38,"Individual","Liwa Marka","Center","other Affected"
"3047","SHELTER","01/03/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather","NA","AMMAN","","PU-AMI","   Urban areas - ","Direct appeal","None","Yes","2","1705",33,"Individual","Liwa Marka","Center",""
"3048","SHELTER","01/12/2013","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"AMMAN","Girls","PU-AMI","   Urban areas - ","Direct appeal","None","Yes","2","1705",15,"Individual","Liwa Marka","Center","Urban"
"3049","SHELTER","01/02/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"AMMAN","Women","PU-AMI","   Urban areas - ","Direct appeal","None","Yes","2","1705",289,"Individual","Liwa Marka","Center","Urban"
"3051","SHELTER","01/08/2013","1. Host Communities","2. Increased housing units available",,"IRBID","Boys","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",6,"Individual","Liwa al Mazar ash Shamali","North","Camp"
"3061","SHELTER","01/12/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",56,"Individual","Liwa al Kurah","North","Urban"
"3063","SHELTER","01/01/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"AMMAN","Boys","PU-AMI","   Urban areas - ","Direct appeal","None","Yes","2","1705",303,"Individual","Liwa Marka","Center","Camp"
"3068","SHELTER","01/02/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"AMMAN","Boys","PU-AMI","   Urban areas - ","Direct appeal","None","Yes","2","1705",353,"Individual","Liwa Marka","Center","Camp"
"3079","SHELTER","01/10/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",31,"#","Liwa al Mazar ash Shamali","North",""
"3085","SHELTER","01/10/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",13,"Individual","Liwa al Kurah","North","Urban"
"3090","SHELTER","01/07/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",122,"Individual","Liwa Bani Ubayid","North","Urban"
"3093","SHELTER","01/04/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"AMMAN","Women","PU-AMI","   Urban areas - ","Direct appeal","None","Yes","2","1705",36,"Individual","Liwa Marka","Center","Urban"
"3118","SHELTER","01/04/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather","NA","JARASH","","PU-AMI","   Urban areas - ","Direct appeal","None","Yes","1","1708",72,"Individual","Liwa Qasabat Jarash","North",""
"3120","SHELTER","01/05/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Boys","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",107,"Individual","Liwa al Kurah","North","Camp"
"3129","SHELTER","01/08/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",29,"Individual","Liwa al Kurah","North","Urban"
