"","Indicator","Units","Value","Partner","StartDate","appeal","Fundedby","allocation","activity","region","Sector","Governorate","Gender","poptype"
"96333","# of judges FEMALE and related staff trained on refugee law and international protection","# female",0,"ARDD-LA","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH",(unknown),(unknown)
"96334","# of  SYRIAN_MEN_IN_CAMPS benefitting from services of the Sharia Courts in camps","# men",0,"ARDD-LA","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Men","Camp"
"96335","# of SYRIAN_GIRLS_IN_CAMPS receiving legal information, counselling and/or representation","# girls",0,"ARDD-LA","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Girls","Camp"
"96336","# of  SYRIAN_GIRLS_IN_CAMPS benefitting from services of the Sharia Courts in camps","# girls",0,"ARDD-LA","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Girls","Camp"
"96337","# of SYRIAN_MEN_IN_URBAN receiving legal information, counselling and/or representation","# men",32,"ARDD-LA","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Men","Urban"
"96338","# of SYRIAN_BOYS_IN_URBAN receiving legal information, counselling and/or representation","# boys",0,"ARDD-LA","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Boys","Urban"
"96339","# of SYRIAN_BOYS_IN_CAMPS receiving legal information, counselling and/or representation","# boys",0,"ARDD-LA","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Boys","Camp"
"96340","# of  SYRIAN_MEN_IN_CAMPS benefitting from services of the Sharia Courts in camps","# men",0,"ARDD-LA","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Men","Camp"
"96341","# of GIRLS_IN_HOST_COMMUNITY receiving legal information, counselling and/or representation","# girls",0,"ARDD-LA","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Girls","Host Community"
"96342","# of BOYS_IN_HOST_COMMUNITY receiving legal information, counselling and/or representation","# boys",0,"ARDD-LA","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Boys","Host Community"
"96343","# of MEN IN  CAMPS receiving legal information, counselling and/or representation","# men",0,"ARDD-LA","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH",(unknown),(unknown)
"96344","# of SYRIAN_BOYS_IN_URBAN receiving legal information, counselling and/or representation","# boys",0,"ARDD-LA","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Boys","Urban"
"96345","# of BOYS_IN_HOST_COMMUNITY receiving legal information, counselling and/or representation","# boys",0,"ARDD-LA","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Boys","Host Community"
"96346","# of SYRIAN_GIRLS_IN_CAMPS receiving legal information, counselling and/or representation","# girls",0,"ARDD-LA","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Girls","Camp"
"96347","# of SYRIAN_WOMEN_IN_CAMPS receiving legal information, counselling and/or representation","# women",0,"ARDD-LA","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Women","Camp"
"96348","# of SYRIAN_BOYS_IN_CAMPS receiving legal information, counselling and/or representation","# boys",0,"ARDD-LA","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Boys","Camp"
"96349","# of  SYRIAN_WOMEN_IN_CAMPS benefitting from services of the Sharia Courts in camps","# women",0,"ARDD-LA","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Women","Camp"
"96350","# of WOMEN_IN_HOST_COMMUNITY receiving legal information, counselling and/or representation","# women",0,"ARDD-LA","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Men","Host Community"
"96351","# of SYRIAN_GIRLS_IN_URBAN receiving legal information, counselling and/or representation","# girls",4,"ARDD-LA","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Girls","Urban"
"96352","# of  SYRIAN_WOMEN_IN_CAMPS benefitting from services of the Sharia Courts in camps","# women",0,"ARDD-LA","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Women","Camp"
"96353","# of SYRIAN_WOMEN_IN_URBAN receiving legal information, counselling and/or representation","# women",41,"ARDD-LA","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Women","Urban"
"96354","# of MEN IN  CAMPS receiving legal information, counselling and/or representation","# men",0,"ARDD-LA","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH",(unknown),(unknown)
"96355","# of  SYRIAN_BOYS_IN_CAMPS benefitting from services of the Sharia Courts in camps","# boys",0,"ARDD-LA","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Boys","Camp"
"96356","# of BOYS_IN_HOST_COMMUNITY receiving legal information, counselling and/or representation","# boys",0,"ARDD-LA","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Boys","Host Community"
"96357","# of SYRIAN_BOYS_IN_URBAN receiving legal information, counselling and/or representation","# boys",1,"ARDD-LA","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Boys","Urban"
"96358","# of SYRIAN_GIRLS_IN_CAMPS receiving legal information, counselling and/or representation","# girls",0,"ARDD-LA","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Girls","Camp"
"96359","# of GIRLS_IN_HOST_COMMUNITY receiving legal information, counselling and/or representation","# girls",0,"ARDD-LA","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Girls","Host Community"
"96360","# of GIRLS_IN_HOST_COMMUNITY receiving legal information, counselling and/or representation","# girls",0,"ARDD-LA","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Girls","Host Community"
"96361","# of SYRIAN_WOMEN_IN_URBAN receiving legal information, counselling and/or representation","# women",21,"ARDD-LA","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Women","Urban"
"96362","# of  SYRIAN_GIRLS_IN_CAMPS benefitting from services of the Sharia Courts in camps","# girls",0,"ARDD-LA","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Girls","Camp"
"96363","# of judges MALE  and related staff trained on refugee law and international protection","# male",0,"ARDD-LA","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH",(unknown),(unknown)
"96364","# of  SYRIAN_BOYS_IN_CAMPS benefitting from services of the Sharia Courts in camps","# boys",0,"ARDD-LA","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Boys","Camp"
"96365","# of  SYRIAN_GIRLS_IN_CAMPS benefitting from services of the Sharia Courts in camps","# girls",0,"ARDD-LA","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Girls","Camp"
"96366","# of BOYS_IN_HOST_COMMUNITY receiving legal information, counselling and/or representation","# boys",1,"ARDD-LA","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Boys","Host Community"
"96367","# of GIRLS_IN_HOST_COMMUNITY receiving legal information, counselling and/or representation","# girls",0,"ARDD-LA","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Girls","Host Community"
"96368","# of judges FEMALE and related staff trained on refugee law and international protection","# female",0,"ARDD-LA","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH",(unknown),(unknown)
"96369","# of MEN IN  CAMPS receiving legal information, counselling and/or representation","# men",0,"ARDD-LA","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH",(unknown),(unknown)
"96370","# of judges FEMALE and related staff trained on refugee law and international protection","# female",0,"ARDD-LA","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH",(unknown),(unknown)
"96371","# of MEN_IN_HOST_COMMUNITY receiving legal information, counselling and/or representation","# men",3,"ARDD-LA","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Men","Host Community"
"96372","# of  SYRIAN_MEN_IN_CAMPS benefitting from services of the Sharia Courts in camps","# men",0,"ARDD-LA","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Men","Camp"
"96373","# of SYRIAN_WOMEN_IN_CAMPS receiving legal information, counselling and/or representation","# women",0,"ARDD-LA","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Women","Camp"
"96374","# of GIRLS_IN_HOST_COMMUNITY receiving legal information, counselling and/or representation","# girls",0,"ARDD-LA","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Girls","Host Community"
"96375","# of  SYRIAN_WOMEN_IN_CAMPS benefitting from services of the Sharia Courts in camps","# women",0,"ARDD-LA","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Women","Camp"
"96376","# of BOYS_IN_HOST_COMMUNITY receiving legal information, counselling and/or representation","# boys",0,"ARDD-LA","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Boys","Host Community"
"96377","# of SYRIAN_GIRLS_IN_URBAN receiving legal information, counselling and/or representation","# girls",0,"ARDD-LA","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Girls","Urban"
"96378","# of  SYRIAN_BOYS_IN_CAMPS benefitting from services of the Sharia Courts in camps","# boys",0,"ARDD-LA","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Boys","Camp"
"96379","# of MEN IN  CAMPS receiving legal information, counselling and/or representation","# men",0,"ARDD-LA","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH",(unknown),(unknown)
"96380","# of WOMEN_IN_HOST_COMMUNITY receiving legal information, counselling and/or representation","# women",1,"ARDD-LA","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Men","Host Community"
"96381","# of SYRIAN_WOMEN_IN_CAMPS receiving legal information, counselling and/or representation","# women",0,"ARDD-LA","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Women","Camp"
"96382","# of WOMEN_IN_HOST_COMMUNITY receiving legal information, counselling and/or representation","# women",0,"ARDD-LA","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Men","Host Community"
"96383","# of SYRIAN_BOYS_IN_CAMPS receiving legal information, counselling and/or representation","# boys",0,"ARDD-LA","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Boys","Camp"
"96384","# of  SYRIAN_GIRLS_IN_CAMPS benefitting from services of the Sharia Courts in camps","# girls",0,"ARDD-LA","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Girls","Camp"
"96385","# of judges MALE  and related staff trained on refugee law and international protection","# male",0,"ARDD-LA","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH",(unknown),(unknown)
"96386","# of SYRIAN_MEN_IN_URBAN receiving legal information, counselling and/or representation","# men",41,"ARDD-LA","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Men","Urban"
"96387","# of  SYRIAN_BOYS_IN_CAMPS benefitting from services of the Sharia Courts in camps","# boys",0,"ARDD-LA","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Boys","Camp"
"96388","# of  SYRIAN_MEN_IN_CAMPS benefitting from services of the Sharia Courts in camps","# men",0,"ARDD-LA","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Men","Camp"
"96389","# of SYRIAN_WOMEN_IN_CAMPS receiving legal information, counselling and/or representation","# women",0,"ARDD-LA","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Women","Camp"
"96390","# of SYRIAN_GIRLS_IN_URBAN receiving legal information, counselling and/or representation","# girls",3,"ARDD-LA","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Girls","Urban"
"96391","# of SYRIAN_WOMEN_IN_CAMPS receiving legal information, counselling and/or representation","# women",0,"ARDD-LA","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Women","Camp"
"96392","# of  SYRIAN_GIRLS_IN_CAMPS benefitting from services of the Sharia Courts in camps","# girls",0,"ARDD-LA","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Girls","Camp"
"96393","# of  SYRIAN_MEN_IN_CAMPS benefitting from services of the Sharia Courts in camps","# men",0,"ARDD-LA","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Men","Camp"
"96394","# of WOMEN_IN_HOST_COMMUNITY receiving legal information, counselling and/or representation","# women",0,"ARDD-LA","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Men","Host Community"
"96395","# of  SYRIAN_WOMEN_IN_CAMPS benefitting from services of the Sharia Courts in camps","# women",0,"ARDD-LA","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Women","Camp"
"96396","# of judges MALE  and related staff trained on refugee law and international protection","# male",0,"ARDD-LA","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH",(unknown),(unknown)
"96397","# of judges FEMALE and related staff trained on refugee law and international protection","# female",0,"ARDD-LA","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH",(unknown),(unknown)
"96398","# of MEN_IN_HOST_COMMUNITY receiving legal information, counselling and/or representation","# men",0,"ARDD-LA","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Men","Host Community"
"96399","# of SYRIAN_WOMEN_IN_URBAN receiving legal information, counselling and/or representation","# women",55,"ARDD-LA","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Women","Urban"
"96400","# of MEN_IN_HOST_COMMUNITY receiving legal information, counselling and/or representation","# men",4,"ARDD-LA","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Men","Host Community"
"96401","# of SYRIAN_WOMEN_IN_CAMPS receiving legal information, counselling and/or representation","# women",0,"ARDD-LA","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Women","Camp"
"96402","# of SYRIAN_MEN_IN_URBAN receiving legal information, counselling and/or representation","# men",19,"ARDD-LA","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Men","Urban"
"96403","# of BOYS_IN_HOST_COMMUNITY receiving legal information, counselling and/or representation","# boys",1,"ARDD-LA","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Boys","Host Community"
"96404","# of MEN_IN_HOST_COMMUNITY receiving legal information, counselling and/or representation","# men",4,"ARDD-LA","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Men","Host Community"
"96405","# of  SYRIAN_WOMEN_IN_CAMPS benefitting from services of the Sharia Courts in camps","# women",0,"ARDD-LA","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Women","Camp"
"96406","# of SYRIAN_GIRLS_IN_CAMPS receiving legal information, counselling and/or representation","# girls",0,"ARDD-LA","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Girls","Camp"
"96407","# of  SYRIAN_MEN_IN_CAMPS benefitting from services of the Sharia Courts in camps","# men",0,"ARDD-LA","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Men","Camp"
"96408","# of SYRIAN_GIRLS_IN_CAMPS receiving legal information, counselling and/or representation","# girls",0,"ARDD-LA","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Girls","Camp"
"96409","# of WOMEN_IN_HOST_COMMUNITY receiving legal information, counselling and/or representation","# women",1,"ARDD-LA","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Men","Host Community"
"96410","# of  SYRIAN_WOMEN_IN_CAMPS benefitting from services of the Sharia Courts in camps","# women",0,"ARDD-LA","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Women","Camp"
"96411","# of SYRIAN_WOMEN_IN_URBAN receiving legal information, counselling and/or representation","# women",76,"ARDD-LA","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","South","JUS","AQABAH","Women","Urban"
"96412","# of MEN IN  CAMPS receiving legal information, counselling and/or representation","# men",0,"ARDD-LA","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN",(unknown),(unknown)
"96413","# of SYRIAN_WOMEN_IN_URBAN receiving legal information, counselling and/or representation","# women",369,"ARDD-LA","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN","Women","Urban"
"96414","# of  SYRIAN_MEN_IN_CAMPS benefitting from services of the Sharia Courts in camps","# men",0,"ARDD-LA","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN","Men","Camp"
"96415","# of SYRIAN_BOYS_IN_CAMPS receiving legal information, counselling and/or representation","# boys",0,"ARDD-LA","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN","Boys","Camp"
"96416","# of SYRIAN_WOMEN_IN_URBAN receiving legal information, counselling and/or representation","# women",379,"ARDD-LA","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN","Women","Urban"
"96417","# of SYRIAN_GIRLS_IN_URBAN receiving legal information, counselling and/or representation","# girls",5,"ARDD-LA","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN","Girls","Urban"
"96418","# of  SYRIAN_BOYS_IN_CAMPS benefitting from services of the Sharia Courts in camps","# boys",0,"ARDD-LA","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN","Boys","Camp"
"96419","# of MEN_IN_HOST_COMMUNITY receiving legal information, counselling and/or representation","# men",112,"ARDD-LA","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN","Men","Host Community"
"96420","# of SYRIAN_WOMEN_IN_URBAN receiving legal information, counselling and/or representation","# women",376,"ARDD-LA","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN","Women","Urban"
"96421","# of BOYS_IN_HOST_COMMUNITY receiving legal information, counselling and/or representation","# boys",2,"ARDD-LA","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN","Boys","Host Community"
"96422","# of  SYRIAN_BOYS_IN_CAMPS benefitting from services of the Sharia Courts in camps","# boys",0,"ARDD-LA","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN","Boys","Camp"
"96423","# of SYRIAN_WOMEN_IN_CAMPS receiving legal information, counselling and/or representation","# women",0,"ARDD-LA","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN","Women","Camp"
"96424","# of SYRIAN_MEN_IN_URBAN receiving legal information, counselling and/or representation","# men",622,"ARDD-LA","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN","Men","Urban"
"96425","# of SYRIAN_MEN_IN_URBAN receiving legal information, counselling and/or representation","# men",771,"ARDD-LA","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN","Men","Urban"
"96426","# of WOMEN_IN_HOST_COMMUNITY receiving legal information, counselling and/or representation","# women",68,"ARDD-LA","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN","Men","Host Community"
"96427","# of MEN IN  CAMPS receiving legal information, counselling and/or representation","# men",0,"ARDD-LA","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN",(unknown),(unknown)
"96428","# of  SYRIAN_WOMEN_IN_CAMPS benefitting from services of the Sharia Courts in camps","# women",0,"ARDD-LA","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN","Women","Camp"
"96429","# of  SYRIAN_WOMEN_IN_CAMPS benefitting from services of the Sharia Courts in camps","# women",0,"ARDD-LA","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN","Women","Camp"
"96430","# of SYRIAN_BOYS_IN_CAMPS receiving legal information, counselling and/or representation","# boys",0,"ARDD-LA","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN","Boys","Camp"
"96431","# of  SYRIAN_MEN_IN_CAMPS benefitting from services of the Sharia Courts in camps","# men",0,"ARDD-LA","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN","Men","Camp"
"96432","# of  SYRIAN_GIRLS_IN_CAMPS benefitting from services of the Sharia Courts in camps","# girls",0,"ARDD-LA","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN","Girls","Camp"
"96433","# of SYRIAN_GIRLS_IN_URBAN receiving legal information, counselling and/or representation","# girls",3,"ARDD-LA","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN","Girls","Urban"
"96434","# of judges FEMALE and related staff trained on refugee law and international protection","# female",0,"ARDD-LA","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN",(unknown),(unknown)
"96435","# of SYRIAN_WOMEN_IN_URBAN receiving legal information, counselling and/or representation","# women",269,"ARDD-LA","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN","Women","Urban"
"96436","# of judges MALE  and related staff trained on refugee law and international protection","# male",0,"ARDD-LA","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN",(unknown),(unknown)
"96437","# of  SYRIAN_MEN_IN_CAMPS benefitting from services of the Sharia Courts in camps","# men",0,"ARDD-LA","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN","Men","Camp"
"96438","# of  SYRIAN_WOMEN_IN_CAMPS benefitting from services of the Sharia Courts in camps","# women",0,"ARDD-LA","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN","Women","Camp"
"96439","# of SYRIAN_BOYS_IN_CAMPS receiving legal information, counselling and/or representation","# boys",0,"ARDD-LA","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN","Boys","Camp"
"96440","# of judges FEMALE and related staff trained on refugee law and international protection","# female",0,"ARDD-LA","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN",(unknown),(unknown)
"96441","# of GIRLS_IN_HOST_COMMUNITY receiving legal information, counselling and/or representation","# girls",1,"ARDD-LA","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN","Girls","Host Community"
"96442","# of MEN IN  CAMPS receiving legal information, counselling and/or representation","# men",0,"ARDD-LA","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN",(unknown),(unknown)
"96443","# of judges FEMALE and related staff trained on refugee law and international protection","# female",0,"ARDD-LA","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN",(unknown),(unknown)
"96444","# of SYRIAN_GIRLS_IN_CAMPS receiving legal information, counselling and/or representation","# girls",0,"ARDD-LA","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN","Girls","Camp"
"96445","# of  SYRIAN_MEN_IN_CAMPS benefitting from services of the Sharia Courts in camps","# men",0,"ARDD-LA","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF1.1.1]Access to Legal Assistance","Central","JUS","AMMAN","Men","Camp"
