"","Governorate","sector","activity","Partner","Area","Refugee.Camps","End","Total","Objective","Sector","Output","Implementation","RegionCODE","Area2","units"
"342",,"ENG[RES1.1]Energy Efficiency","[RES1.1.2]Thermal Insulation","UNOPS","Country Wide",,"2016-01",0,"Energy Efficiency","ENGINEERING","Thermal Insulation","direct",1,"Country Wide Intervention","%"
"343",,"ENG[RES1.1]Energy Efficiency","[RES1.1.2]Thermal Insulation","UNOPS","Country Wide",,"2016-01",750000,"Energy Efficiency","ENGINEERING","Thermal Insulation","direct",1,"Country Wide Intervention","USD $"
"344",,"ENG[RES1.1]Energy Efficiency","[RES1.1.2]Thermal Insulation","UNDP","Country Wide",,"2016-01",50000,"Energy Efficiency","ENGINEERING","Thermal Insulation","direct",1,"Country Wide Intervention","# HH"
"345",,"PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.1]Community Multisector Prot","UNDP","Country Wide",,"2016-01",50000,"Reduce Social Tensions JOR","PROTECTION","Community Multisector Prot","direct",1,"Country Wide Intervention","# boys"
"346",,"HLTH[RES4.1]Nat.Health System Capacity","[RES4.1.3]Medical Equip/Supplies","UNICEF","Country Wide",,"2016-01",1012000,"Nat.Health System Capacity","HEALTH","Medical Equip/Supplies","indirect",1,"Country Wide Intervention","USD $"
"347",,"FOOD/LIV[2.1]Short-Term Emplymt for JOR","[RES2.1.4]Social Cohesion for JOR","UNDP","Country Wide",,"2016-01",27,"Short-Term Emplymt for JOR","FOOD/LIVELIHOOD","Social Cohesion for JOR","direct",1,"Country Wide Intervention","%"
"348",,"FOOD/LIV[2.1]Short-Term Emplymt for JOR","[RES2.1.4]Social Cohesion for JOR","UNDP","Country Wide",,"2016-01",180000,"Short-Term Emplymt for JOR","FOOD/LIVELIHOOD","Social Cohesion for JOR","direct",1,"Country Wide Intervention","USD $"
"349",,"FOOD/LIV[2.1]Short-Term Emplymt for JOR","[RES2.1.4]Social Cohesion for JOR","UNDP","Country Wide",,"2016-01",10,"Short-Term Emplymt for JOR","FOOD/LIVELIHOOD","Social Cohesion for JOR","direct",1,"Country Wide Intervention","#"
"350",,"FOOD/LIV[2.1]Short-Term Emplymt for JOR","[RES2.1.4]Social Cohesion for JOR","UNDP","Country Wide",,"2016-01",1,"Short-Term Emplymt for JOR","FOOD/LIVELIHOOD","Social Cohesion for JOR","direct",1,"Country Wide Intervention","#"
"351",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.1]Demand-based business skills","UNDP","Country Wide",,"2016-01",3163,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Demand-based business skills","direct",1,"Country Wide Intervention","# men"
"352",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.1]Demand-based business skills","UNDP","Country Wide",,"2016-01",1833,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Demand-based business skills","direct",1,"Country Wide Intervention","# men"
"353",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.1]Demand-based business skills","UNDP","Country Wide",,"2016-01",3162,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Demand-based business skills","direct",1,"Country Wide Intervention","# women"
"354",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.1]Demand-based business skills","UNDP","Country Wide",,"2016-01",1832,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Demand-based business skills","direct",1,"Country Wide Intervention","# women"
"355",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.1]Demand-based business skills","UNDP","Country Wide",,"2016-01",0,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Demand-based business skills","direct",1,"Country Wide Intervention","%"
"356",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.1]Demand-based business skills","UNDP","Country Wide",,"2016-01",6666927,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Demand-based business skills","direct",1,"Country Wide Intervention","USD $"
"357",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.1]Demand-based business skills","RI","Country Wide",,"2016-01",0,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Demand-based business skills","direct",1,"Country Wide Intervention","# men"
"358",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.1]Demand-based business skills","RI","Country Wide",,"2016-01",0,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Demand-based business skills","direct",1,"Country Wide Intervention","# women"
"359",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.1]Demand-based business skills","RI","Country Wide",,"2016-01",150,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Demand-based business skills","direct",1,"Country Wide Intervention","# women"
"360",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.1]Demand-based business skills","RI","Country Wide",,"2016-01",0,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Demand-based business skills","direct",1,"Country Wide Intervention","%"
"361",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.1]Demand-based business skills","RI","Country Wide",,"2016-01",2e+05,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Demand-based business skills","direct",1,"Country Wide Intervention","USD $"
"362",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.1]Demand-based business skills","WFP","Country Wide",,"2016-01",2000,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Demand-based business skills","indirect",1,"Country Wide Intervention","# men"
"363",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.1]Demand-based business skills","WFP","Country Wide",,"2016-01",1000,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Demand-based business skills","indirect",1,"Country Wide Intervention","# men"
"364",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.1]Demand-based business skills","WFP","Country Wide",,"2016-01",2000,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Demand-based business skills","indirect",1,"Country Wide Intervention","# women"
"365",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.1]Demand-based business skills","WFP","Country Wide",,"2016-01",1000,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Demand-based business skills","indirect",1,"Country Wide Intervention","# women"
"366",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.1]Demand-based business skills","WFP","Country Wide",,"2016-01",4018311,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Demand-based business skills","indirect",1,"Country Wide Intervention","USD $"
"367",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.2]Job Matching/Career Guidance","WFP","Country Wide",,"2016-01",1000,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Job Matching/Career Guidance","indirect",1,"Country Wide Intervention","#"
"368",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.2]Job Matching/Career Guidance","WFP","Country Wide",,"2016-01",1000,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Job Matching/Career Guidance","indirect",1,"Country Wide Intervention","# men"
"369",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.2]Job Matching/Career Guidance","WFP","Country Wide",,"2016-01",1000,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Job Matching/Career Guidance","indirect",1,"Country Wide Intervention","# women"
"370",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.2]Job Matching/Career Guidance","WFP","Country Wide",,"2016-01",2678875,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Job Matching/Career Guidance","indirect",1,"Country Wide Intervention","USD $"
"371",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.2]Job Matching/Career Guidance","RI","Country Wide",,"2016-01",50,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Job Matching/Career Guidance","direct",1,"Country Wide Intervention","#"
"372",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.2]Job Matching/Career Guidance","RI","Country Wide",,"2016-01",0,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Job Matching/Career Guidance","direct",1,"Country Wide Intervention","# men"
"373",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.2]Job Matching/Career Guidance","RI","Country Wide",,"2016-01",50,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Job Matching/Career Guidance","direct",1,"Country Wide Intervention","# women"
"374",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.2]Job Matching/Career Guidance","RI","Country Wide",,"2016-01",0,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Job Matching/Career Guidance","direct",1,"Country Wide Intervention","%"
"375",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.2]Job Matching/Career Guidance","RI","Country Wide",,"2016-01",2e+05,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Job Matching/Career Guidance","direct",1,"Country Wide Intervention","USD $"
"376",,"JUS[RES2.1]Efficiency of Justice services","[RES2.1.3]Capacity of Judicial Council","UNDP","Country Wide",,"2016-01",3e+05,"Efficiency of Justice services","JUSTICE","Capacity of Judicial Council","direct",1,"Country Wide Intervention","USD $"
"377",,"PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.2] Social Tensions Projects JOR","UNICEF","Country Wide",,"2016-01",1000,"Reduce Social Tensions JOR","PROTECTION"," Social Tensions Projects JOR","indirect",1,"Country Wide Intervention","# girls"
"378",,"EDU[RES3.2]Formal Educ. for JOR","[RES3.2.2]WASH in Schools","WVI","Country Wide",,"2015-10",20,"Formal Educ. for JOR","EDUCATION","WASH in Schools","direct",1,"Country Wide Intervention","#"
"379",,"EDU[RES3.2]Formal Educ. for JOR","[RES3.2.2]WASH in Schools","WVI","Country Wide",,"2015-10",100,"Formal Educ. for JOR","EDUCATION","WASH in Schools","direct",1,"Country Wide Intervention","%"
"380",,"EDU[RES3.2]Formal Educ. for JOR","[RES3.2.2]WASH in Schools","WVI","Country Wide",,"2015-10",212799.26,"Formal Educ. for JOR","EDUCATION","WASH in Schools","direct",1,"Country Wide Intervention","USD $"
"381",,"JUS[RES2.1]Efficiency of Justice services","[RES2.1.4]Enhanced info exchange","UNDP","Country Wide",,"2016-01",2e+05,"Efficiency of Justice services","JUSTICE","Enhanced info exchange","direct",1,"Country Wide Intervention","USD $"
"382",,"ENG[RES1.2]RE&EE Solutions","[RES1.2.1]LED Lights","UNDP","Country Wide",,"2016-01",0,"RE&EE Solutions","ENGINEERING","LED Lights","direct",1,"Country Wide Intervention","%"
"383",,"ENG[RES1.2]RE&EE Solutions","[RES1.2.1]LED Lights","UNDP","Country Wide",,"2016-01",3e+06,"RE&EE Solutions","ENGINEERING","LED Lights","direct",1,"Country Wide Intervention","USD $"
"384",,"ENG[RES1.2]RE&EE Solutions","[RES1.2.1]LED Lights","UNOPS","Country Wide",,"2016-01",30000,"RE&EE Solutions","ENGINEERING","LED Lights","direct",1,"Country Wide Intervention","# HH"
"385",,"ENG[RES1.2]RE&EE Solutions","[RES1.2.1]LED Lights","UNOPS","Country Wide",,"2016-01",0,"RE&EE Solutions","ENGINEERING","LED Lights","direct",1,"Country Wide Intervention","%"
"386",,"ENG[RES1.2]RE&EE Solutions","[RES1.2.1]LED Lights","UNOPS","Country Wide",,"2016-01",2e+06,"RE&EE Solutions","ENGINEERING","LED Lights","direct",1,"Country Wide Intervention","USD $"
"387",,"FOOD/LIV[1.3]Agric/Liv/FS programming","[RES1.3.1]Agr/Liv/Nat Resource programming im","FAO","Country Wide",,"2016-01",6e+05,"Agric/Liv/FS programming","FOOD/LIVELIHOOD","Agr/Liv/Nat Resource programming im","indirect",1,"Country Wide Intervention","USD $"
"388",,"FOOD/LIV[1.3]Agric/Liv/FS programming","[RES1.3.2]DoS FS monitoring system","FAO","Country Wide",,"2016-01",0,"Agric/Liv/FS programming","FOOD/LIVELIHOOD","DoS FS monitoring system","indirect",1,"Country Wide Intervention","%"
"389",,"FOOD/LIV[1.3]Agric/Liv/FS programming","[RES1.3.2]DoS FS monitoring system","FAO","Country Wide",,"2016-01",1e+05,"Agric/Liv/FS programming","FOOD/LIVELIHOOD","DoS FS monitoring system","indirect",1,"Country Wide Intervention","USD $"
"390",,"EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","RI","Country Wide",,"2016-01",750,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1,"Country Wide Intervention","# female"
"391",,"EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","RI","Country Wide",,"2016-01",750,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1,"Country Wide Intervention","# male"
"392",,"EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","RI","Country Wide",,"2016-01",0,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1,"Country Wide Intervention","%"
"393",,"EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","RI","Country Wide",,"2016-01",1500000,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1,"Country Wide Intervention","USD $"
"394",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.2]Job Matching/Career Guidance","UNDP","Country Wide",,"2016-01",0,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Job Matching/Career Guidance","direct",1,"Country Wide Intervention","%"
"395",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.2]Job Matching/Career Guidance","UNDP","Country Wide",,"2016-01",6417717,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Job Matching/Career Guidance","direct",1,"Country Wide Intervention","USD $"
"396",,"PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.2] Social Tensions Projects JOR","UNDP","Country Wide",,"2016-01",0,"Reduce Social Tensions JOR","PROTECTION"," Social Tensions Projects JOR","direct",1,"Country Wide Intervention","%"
"397",,"PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.2] Social Tensions Projects JOR","UNDP","Country Wide",,"2016-01",8810000,"Reduce Social Tensions JOR","PROTECTION"," Social Tensions Projects JOR","direct",1,"Country Wide Intervention","USD $"
"398",,"FOOD/LIV[2.1]Short-Term Emplymt for JOR","[RES2.1.1]Cash for Work for JOR","UNDP","Country Wide",,"2016-01",2,"Short-Term Emplymt for JOR","FOOD/LIVELIHOOD","Cash for Work for JOR","direct",1,"Country Wide Intervention","#"
"399",,"HLTH[RES2.1]2ndary / Tertiary","[RES2.1.5]Comprehensive Women","UNFPA","Country Wide",,"2016-01",1500000,"2ndary / Tertiary","HEALTH","Comprehensive Women","indirect",1,"Country Wide Intervention","USD $"
"400",,"HLTH[RES3.1]Community Interventions","[RES3.1.1]Comm Health awareness","UNFPA","Country Wide",,"2016-01",0,"Community Interventions","HEALTH","Comm Health awareness","indirect",1,"Country Wide Intervention","%"
"401",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.3]Capacity fo Voc. Training Providers","UNDP","Country Wide",,"2016-01",1500,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Capacity fo Voc. Training Providers","direct",1,"Country Wide Intervention","#"
"402",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.3]Capacity fo Voc. Training Providers","UNDP","Country Wide",,"2016-01",1500,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Capacity fo Voc. Training Providers","direct",1,"Country Wide Intervention","#"
"403",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.3]Capacity fo Voc. Training Providers","UNDP","Country Wide",,"2016-01",0,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Capacity fo Voc. Training Providers","direct",1,"Country Wide Intervention","%"
"404",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.3]Capacity fo Voc. Training Providers","UNDP","Country Wide",,"2016-01",428190,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Capacity fo Voc. Training Providers","direct",1,"Country Wide Intervention","USD $"
"405",,"PROT[RES1.2]Child Protection for JOR","[RES1.2.1]Cap. Nat. CP Systems","RI","Country Wide",,"2016-01",5,"Child Protection for JOR","PROTECTION","Cap. Nat. CP Systems","direct",1,"Country Wide Intervention","#"
"406",,"PROT[RES1.2]Child Protection for JOR","[RES1.2.1]Cap. Nat. CP Systems","RI","Country Wide",,"2016-01",0,"Child Protection for JOR","PROTECTION","Cap. Nat. CP Systems","direct",1,"Country Wide Intervention","%"
"407",,"PROT[RES1.2]Child Protection for JOR","[RES1.2.1]Cap. Nat. CP Systems","RI","Country Wide",,"2016-01",62500,"Child Protection for JOR","PROTECTION","Cap. Nat. CP Systems","direct",1,"Country Wide Intervention","USD $"
"408",,"PROT[RES1.2]Child Protection for JOR","[RES1.2.2]Legal & Policy Framework","UNICEF","Country Wide",,"2016-01",2500,"Child Protection for JOR","PROTECTION","Legal & Policy Framework","indirect",1,"Country Wide Intervention","# female"
"409",,"FOOD/LIV[2.3]Labor Market Governance","[RES2.3.1]MoL capacity improved","UNDP","Country Wide",,"2016-01",20,"Labor Market Governance","FOOD/LIVELIHOOD","MoL capacity improved","direct",1,"Country Wide Intervention","#"
"410",,"FOOD/LIV[2.3]Labor Market Governance","[RES2.3.1]MoL capacity improved","UNDP","Country Wide",,"2016-01",0,"Labor Market Governance","FOOD/LIVELIHOOD","MoL capacity improved","direct",1,"Country Wide Intervention","%"
"411",,"FOOD/LIV[2.3]Labor Market Governance","[RES2.3.1]MoL capacity improved","UNDP","Country Wide",,"2016-01",1e+06,"Labor Market Governance","FOOD/LIVELIHOOD","MoL capacity improved","direct",1,"Country Wide Intervention","USD $"
"412",,"FOOD/LIV[2.3]Labor Market Governance","[RES2.3.1]MoL capacity improved","UNDP","Country Wide",,"2016-01",25,"Labor Market Governance","FOOD/LIVELIHOOD","MoL capacity improved","direct",1,"Country Wide Intervention","#"
"413",,"FOOD/LIV[2.3]Labor Market Governance","[RES2.3.2]Formalize Informal sector","ILO","Country Wide",,"2016-01",0,"Labor Market Governance","FOOD/LIVELIHOOD","Formalize Informal sector","direct",1,"Country Wide Intervention","%"
"414",,"FOOD/LIV[2.3]Labor Market Governance","[RES2.3.2]Formalize Informal sector","ILO","Country Wide",,"2016-01",3000,"Labor Market Governance","FOOD/LIVELIHOOD","Formalize Informal sector","direct",1,"Country Wide Intervention","%"
"415",,"ENG[RES1.2]RE&EE Solutions","[RES1.2.3]Solar Water heaters","UNHCR","Country Wide",,"2016-01",0,"RE&EE Solutions","ENGINEERING","Solar Water heaters","indirect",1,"Country Wide Intervention","%"
"416",,"ENG[RES1.2]RE&EE Solutions","[RES1.2.3]Solar Water heaters","UNHCR","Country Wide",,"2016-01",3e+06,"RE&EE Solutions","ENGINEERING","Solar Water heaters","indirect",1,"Country Wide Intervention","USD $"
"417",,"MUN[RES3.1]Local Public Sector Services","[RES3.1.3]SOPs for core functions","UNDP","Country Wide",,"2016-01",0,"Local Public Sector Services","MUNICIPALITY","SOPs for core functions","direct",1,"Country Wide Intervention","%"
"418",,"MUN[RES3.1]Local Public Sector Services","[RES3.1.3]SOPs for core functions","UNDP","Country Wide",,"2016-01",151300,"Local Public Sector Services","MUNICIPALITY","SOPs for core functions","direct",1,"Country Wide Intervention","USD $"
"419",,"EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","Questcope","Country Wide",,"2016-01",375000,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1,"Country Wide Intervention","USD $"
"420",,"FOOD/LIV[2.3]Labor Market Governance","[RES2.3.2]Formalize Informal sector","UNDP","Country Wide",,"2016-01",1,"Labor Market Governance","FOOD/LIVELIHOOD","Formalize Informal sector","direct",1,"Country Wide Intervention","%"
"421",,"FOOD/LIV[2.3]Labor Market Governance","[RES2.3.2]Formalize Informal sector","UNDP","Country Wide",,"2016-01",1,"Labor Market Governance","FOOD/LIVELIHOOD","Formalize Informal sector","direct",1,"Country Wide Intervention","%"
"422",,"FOOD/LIV[2.3]Labor Market Governance","[RES2.3.2]Formalize Informal sector","UNDP","Country Wide",,"2016-01",6e+05,"Labor Market Governance","FOOD/LIVELIHOOD","Formalize Informal sector","direct",1,"Country Wide Intervention","USD $"
"423",,"FOOD/LIV[2.3]Labor Market Governance","[RES2.3.3]MoL Info Mngt system","ILO","Country Wide",,"2015-12",0,"Labor Market Governance","FOOD/LIVELIHOOD","MoL Info Mngt system","direct",1,"Country Wide Intervention","%"
"424",,"FOOD/LIV[2.3]Labor Market Governance","[RES2.3.3]MoL Info Mngt system","ILO","Country Wide",,"2015-12",6e+05,"Labor Market Governance","FOOD/LIVELIHOOD","MoL Info Mngt system","direct",1,"Country Wide Intervention","USD $"
"425",,"FOOD/LIV[2.5]LED and PPPs","[RES2.5.4]Coops and Associations supported","WVI","Country Wide",,"2015-10",100,"LED and PPPs","FOOD/LIVELIHOOD","Coops and Associations supported","direct",1,"Country Wide Intervention","%"
"426",,"FOOD/LIV[2.5]LED and PPPs","[RES2.5.4]Coops and Associations supported","WVI","Country Wide",,"2015-10",48820,"LED and PPPs","FOOD/LIVELIHOOD","Coops and Associations supported","direct",1,"Country Wide Intervention","USD $"
"427",,"FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.1]Microbusiness start up","UNDP","Country Wide",,"2016-01",200,"MSMEs for JOR","FOOD/LIVELIHOOD","Microbusiness start up","direct",1,"Country Wide Intervention","#"
"428",,"FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.1]Microbusiness start up","UNDP","Country Wide",,"2016-01",3585,"MSMEs for JOR","FOOD/LIVELIHOOD","Microbusiness start up","direct",1,"Country Wide Intervention","# women"
"429",,"FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.1]Microbusiness start up","UNDP","Country Wide",,"2016-01",0,"MSMEs for JOR","FOOD/LIVELIHOOD","Microbusiness start up","direct",1,"Country Wide Intervention","%"
"430",,"ENG[RES1.2]RE&EE Solutions","[RES1.2.3]Solar Water heaters","UNOPS","Country Wide",,"2016-01",4000,"RE&EE Solutions","ENGINEERING","Solar Water heaters","direct",1,"Country Wide Intervention","# HH"
"431",,"ENG[RES1.2]RE&EE Solutions","[RES1.2.3]Solar Water heaters","UNOPS","Country Wide",,"2016-01",0,"RE&EE Solutions","ENGINEERING","Solar Water heaters","direct",1,"Country Wide Intervention","%"
"432",,"ENG[RES1.2]RE&EE Solutions","[RES1.2.3]Solar Water heaters","UNOPS","Country Wide",,"2016-01",4e+06,"RE&EE Solutions","ENGINEERING","Solar Water heaters","direct",1,"Country Wide Intervention","USD $"
"433",,"JUS[RES2.2]Improved access to legal services","[RES2.2.3]Legal Awareness","UNDP","Country Wide",,"2016-01",5000,"Improved access to legal services","JUSTICE","Legal Awareness","direct",1,"Country Wide Intervention","# men"
"434",,"JUS[RES2.2]Improved access to legal services","[RES2.2.3]Legal Awareness","UNDP","Country Wide",,"2016-01",5000,"Improved access to legal services","JUSTICE","Legal Awareness","direct",1,"Country Wide Intervention","# women"
"435",,"JUS[RES2.2]Improved access to legal services","[RES2.2.3]Legal Awareness","UNDP","Country Wide",,"2016-01",20,"Improved access to legal services","JUSTICE","Legal Awareness","direct",1,"Country Wide Intervention","%"
"436",,"JUS[RES2.2]Improved access to legal services","[RES2.2.3]Legal Awareness","UNDP","Country Wide",,"2016-01",2e+05,"Improved access to legal services","JUSTICE","Legal Awareness","direct",1,"Country Wide Intervention","USD $"
"437",,"PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Youth Civic Engagement","UNDP","Country Wide",,"2016-01",7405291,"Reduce Social Tensions JOR","PROTECTION","Youth Civic Engagement","direct",1,"Country Wide Intervention","USD $"
"438",,"PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Youth Civic Engagement","WVI","Country Wide",,"2015-10",100,"Reduce Social Tensions JOR","PROTECTION","Youth Civic Engagement","direct",1,"Country Wide Intervention","%"
"439",,"EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","Questcope","Country Wide",,"2016-01",168,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1,"Country Wide Intervention","# female"
"440",,"EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","Questcope","Country Wide",,"2016-01",392,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1,"Country Wide Intervention","# male"
"441",,"EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","Questcope","Country Wide",,"2016-01",0,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1,"Country Wide Intervention","%"
"442",,"EDU[RES3.3]Alternt Edc for JOR","[RES3.3.1]Non-Formal Educ","Questcope","Country Wide",,"2016-01",2457304,"Alternt Edc for JOR","EDUCATION","Non-Formal Educ","direct",1,"Country Wide Intervention","USD $"
"443",,"EDU[RES3.4]Tertiary for JOR","[RES3.4.4]Vocat. Training","RI","Country Wide",,"2016-01",750,"Tertiary for JOR","EDUCATION","Vocat. Training","direct",1,"Country Wide Intervention","# male"
"444",,"EDU[RES3.4]Tertiary for JOR","[RES3.4.4]Vocat. Training","RI","Country Wide",,"2016-01",750,"Tertiary for JOR","EDUCATION","Vocat. Training","direct",1,"Country Wide Intervention","# female"
"445",,"EDU[RES3.4]Tertiary for JOR","[RES3.4.4]Vocat. Training","RI","Country Wide",,"2016-01",0,"Tertiary for JOR","EDUCATION","Vocat. Training","direct",1,"Country Wide Intervention","%"
"446",,"FOOD/LIV[3.2]TAD","[RES3.2.2]Animal Health","UNDP","Country Wide",,"2016-01",1e+06,"TAD","FOOD/LIVELIHOOD","Animal Health","direct",1,"Country Wide Intervention","USD $"
"447",,"FOOD/LIV[3.3]Agric Tech","[RES3.3.1]Climate-Smart Tech","FAO","Country Wide",,"2016-01",0,"Agric Tech","FOOD/LIVELIHOOD","Climate-Smart Tech","indirect",1,"Country Wide Intervention","%"
"448",,"FOOD/LIV[3.3]Agric Tech","[RES3.3.1]Climate-Smart Tech","FAO","Country Wide",,"2016-01",1300000,"Agric Tech","FOOD/LIVELIHOOD","Climate-Smart Tech","indirect",1,"Country Wide Intervention","USD $"
"449",,"ENG[RES1.1]Energy Efficiency","[RES1.1.1]Apppliances promoted","UNOPS","Country Wide",,"2016-02",0,"Energy Efficiency","ENGINEERING","Apppliances promoted","direct",1,"Country Wide Intervention","%"
"450",,"ENG[RES1.1]Energy Efficiency","[RES1.1.1]Apppliances promoted","UNOPS","Country Wide",,"2016-02",3e+06,"Energy Efficiency","ENGINEERING","Apppliances promoted","direct",1,"Country Wide Intervention","USD $"
"451",,"ENG[RES1.1]Energy Efficiency","[RES1.1.1]Apppliances promoted","UNDP","Country Wide",,"2016-01",5000,"Energy Efficiency","ENGINEERING","Apppliances promoted","direct",1,"Country Wide Intervention","# HH"
"452",,"ENG[RES1.1]Energy Efficiency","[RES1.1.1]Apppliances promoted","UNDP","Country Wide",,"2016-01",50000,"Energy Efficiency","ENGINEERING","Apppliances promoted","direct",1,"Country Wide Intervention","# HH"
"453",,"ENG[RES1.1]Energy Efficiency","[RES1.1.1]Apppliances promoted","UNDP","Country Wide",,"2016-01",0,"Energy Efficiency","ENGINEERING","Apppliances promoted","direct",1,"Country Wide Intervention","%"
"454",,"ENG[RES1.1]Energy Efficiency","[RES1.1.1]Apppliances promoted","UNDP","Country Wide",,"2016-01",5e+06,"Energy Efficiency","ENGINEERING","Apppliances promoted","direct",1,"Country Wide Intervention","USD $"
"455",,"ENG[RES1.1]Energy Efficiency","[RES1.1.1]Apppliances promoted","UNHCR","Country Wide",,"2016-01",5000,"Energy Efficiency","ENGINEERING","Apppliances promoted","indirect",1,"Country Wide Intervention","# HH"
