,locationName,locationId,indicatorId,indicatorName,units,indicatorCategory,value,activityId,activityName,activityCategory,month,locationCode,partnerId,partnerName,Implementation,implementation..direct.indirect.,locationx,locationy,governorate,region,district,subdistrict,refugee.camps,camp.districts,databaseId,databaseName,Sector,activity2,objective,RegionCODE,Area2
326,Country Wide,1270029952,1290389436,# of BOYS_IN_HOST_COMMUNITY sensitized on CP and better parenting issues,# boys,,5000,43350,[RES1.2.3]Families mobilized,PROT[RES1.2]Child Protection for JOR,2016-01,JOR,30,UNICEF,indirect,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,PROTECTION,Families mobilized,Child Protection for JOR,1,Country Wide Intervention
327,Country Wide,1270029952,867819897,# of GIRLS_IN_HOST_COMMUNITY sensitized on CP and better parenting issues,# girls,,5000,43350,[RES1.2.3]Families mobilized,PROT[RES1.2]Child Protection for JOR,2016-01,JOR,30,UNICEF,indirect,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,PROTECTION,Families mobilized,Child Protection for JOR,1,Country Wide Intervention
328,Country Wide,1270029952,1243621918,# of MEN_IN_HOST_COMMUNITY sensitized on CP and better parenting issues,# men,,30000,43350,[RES1.2.3]Families mobilized,PROT[RES1.2]Child Protection for JOR,2016-01,JOR,30,UNICEF,indirect,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,PROTECTION,Families mobilized,Child Protection for JOR,1,Country Wide Intervention
329,Country Wide,1270029952,1975268682,# of WOMEN_IN_HOST_COMMUNITY sensitized on CP and better parenting issues,# women,,30000,43350,[RES1.2.3]Families mobilized,PROT[RES1.2]Child Protection for JOR,2016-01,JOR,30,UNICEF,indirect,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,PROTECTION,Families mobilized,Child Protection for JOR,1,Country Wide Intervention
330,Country Wide,1270029952,5225949,Average cash injection per beneficiary,#,,14,43270,[RES2.1.3]Short-Term Emplymt  for JOR,FOOD/LIV[2.1]Short-Term Emplymt for JOR,2016-01,JOR,365,WFP,indirect,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Short-Term Emplymt  for JOR,Short-Term Emplymt for JOR,1,Country Wide Intervention
331,Country Wide,1270029952,709863293,Budget Requirement for 2016,USD $,,5022889,43270,[RES2.1.3]Short-Term Emplymt  for JOR,FOOD/LIV[2.1]Short-Term Emplymt for JOR,2016-01,JOR,365,WFP,indirect,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Short-Term Emplymt  for JOR,Short-Term Emplymt for JOR,1,Country Wide Intervention
332,Country Wide,1270029952,538140668,Number of  MEN provided with short-term employment opportunities,# men,,11250,43270,[RES2.1.3]Short-Term Emplymt  for JOR,FOOD/LIV[2.1]Short-Term Emplymt for JOR,2016-01,JOR,365,WFP,indirect,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Short-Term Emplymt  for JOR,Short-Term Emplymt for JOR,1,Country Wide Intervention
333,Country Wide,1270029952,502470188,Number of WOMEN  provided with short-term employment opportunities,# women,,11250,43270,[RES2.1.3]Short-Term Emplymt  for JOR,FOOD/LIV[2.1]Short-Term Emplymt for JOR,2016-01,JOR,365,WFP,indirect,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Short-Term Emplymt  for JOR,Short-Term Emplymt for JOR,1,Country Wide Intervention
334,Country Wide,1270029952,91510661,% already funded?  Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded),%,,0.07,43270,[RES2.1.3]Short-Term Emplymt  for JOR,FOOD/LIV[2.1]Short-Term Emplymt for JOR,2016-01,JOR,364,UNDP,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Short-Term Emplymt  for JOR,Short-Term Emplymt for JOR,1,Country Wide Intervention
335,Country Wide,1270029952,5225949,Average cash injection per beneficiary,#,,1382,43270,[RES2.1.3]Short-Term Emplymt  for JOR,FOOD/LIV[2.1]Short-Term Emplymt for JOR,2016-01,JOR,364,UNDP,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Short-Term Emplymt  for JOR,Short-Term Emplymt for JOR,1,Country Wide Intervention
336,Country Wide,1270029952,709863293,Budget Requirement for 2016,USD $,,7372889,43270,[RES2.1.3]Short-Term Emplymt  for JOR,FOOD/LIV[2.1]Short-Term Emplymt for JOR,2016-01,JOR,364,UNDP,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Short-Term Emplymt  for JOR,Short-Term Emplymt for JOR,1,Country Wide Intervention
337,Country Wide,1270029952,538140668,Number of  MEN provided with short-term employment opportunities,# men,,3500,43270,[RES2.1.3]Short-Term Emplymt  for JOR,FOOD/LIV[2.1]Short-Term Emplymt for JOR,2016-01,JOR,364,UNDP,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Short-Term Emplymt  for JOR,Short-Term Emplymt for JOR,1,Country Wide Intervention
338,Country Wide,1270029952,502470188,Number of WOMEN  provided with short-term employment opportunities,# women,,3500,43270,[RES2.1.3]Short-Term Emplymt  for JOR,FOOD/LIV[2.1]Short-Term Emplymt for JOR,2016-01,JOR,364,UNDP,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Short-Term Emplymt  for JOR,Short-Term Emplymt for JOR,1,Country Wide Intervention
339,Country Wide,1270029952,556051834,% already funded?  Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded),%,,0,43241,[RES1.1.2]Thermal Insulation,ENG[RES1.1]Energy Efficiency,2016-01,JOR,29,UNHCR,indirect,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,ENERGY,Thermal Insulation,Energy Efficiency,1,Country Wide Intervention
340,Country Wide,1270029952,703266,"# of BOYS_IN_HOST_COMMUNITY at risk provided with multi-sectoral services (including children without parenta care, child labour, children experiencing violence at home and at school and children with disabilties)",# boys,,3000,43351,[RES1.2.4]Comm. Based CP systems,PROT[RES1.2]Child Protection for JOR,2016-01,JOR,30,UNICEF,indirect,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,PROTECTION,Comm. Based CP systems,Child Protection for JOR,1,Country Wide Intervention
341,Country Wide,1270029952,1194430161,% already funded? Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded) *,%,,0,44383,[RES4.1.3]Medical Equip/Supplies,HLTH[RES4.1]Nat.Health System Capacity,2016-01,JOR,548,UNFPA,indirect,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,HEALTH,Medical Equip/Supplies,Nat.Health System Capacity,1,Country Wide Intervention
342,Country Wide,1270029952,1694648225,Budget Requirement for 2016,USD $,,2500000,44383,[RES4.1.3]Medical Equip/Supplies,HLTH[RES4.1]Nat.Health System Capacity,2016-01,JOR,548,UNFPA,indirect,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,HEALTH,Medical Equip/Supplies,Nat.Health System Capacity,1,Country Wide Intervention
343,Country Wide,1270029952,1025638712,# of GIRLS_IN_HOST_COMMUNITY benefitting from diversion and foster care programmes,# girls,,50,43351,[RES1.2.4]Comm. Based CP systems,PROT[RES1.2]Child Protection for JOR,2016-01,JOR,30,UNICEF,indirect,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,PROTECTION,Comm. Based CP systems,Child Protection for JOR,1,Country Wide Intervention
344,Country Wide,1270029952,917789057,% already funded?  Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded),%,,0,43351,[RES1.2.4]Comm. Based CP systems,PROT[RES1.2]Child Protection for JOR,2016-01,JOR,30,UNICEF,indirect,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,PROTECTION,Comm. Based CP systems,Child Protection for JOR,1,Country Wide Intervention
345,Country Wide,1270029952,1934631301,Budget Requirement for 2016,USD $,,4757500,43351,[RES1.2.4]Comm. Based CP systems,PROT[RES1.2]Child Protection for JOR,2016-01,JOR,30,UNICEF,indirect,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,PROTECTION,Comm. Based CP systems,Child Protection for JOR,1,Country Wide Intervention
346,Country Wide,1270029952,495228019,Budget Requirement for 2016,USD $,,750000,43241,[RES1.1.2]Thermal Insulation,ENG[RES1.1]Energy Efficiency,2016-01,JOR,364,UNDP,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,ENERGY,Thermal Insulation,Energy Efficiency,1,Country Wide Intervention
347,Country Wide,1270029952,1090561904,% already funded?  Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded),%,,27,43271,[RES2.1.4]Social Cohesion for JOR,FOOD/LIV[2.1]Short-Term Emplymt for JOR,2016-01,JOR,364,UNDP,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Social Cohesion for JOR,Short-Term Emplymt for JOR,1,Country Wide Intervention
348,Country Wide,1270029952,2030608391,Budget Requirement for 2016,USD $,,180000,43271,[RES2.1.4]Social Cohesion for JOR,FOOD/LIV[2.1]Short-Term Emplymt for JOR,2016-01,JOR,364,UNDP,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Social Cohesion for JOR,Short-Term Emplymt for JOR,1,Country Wide Intervention
349,Country Wide,1270029952,1752518367,Number of awareness raising sessions organized.,#,,10,43271,[RES2.1.4]Social Cohesion for JOR,FOOD/LIV[2.1]Short-Term Emplymt for JOR,2016-01,JOR,364,UNDP,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Social Cohesion for JOR,Short-Term Emplymt for JOR,1,Country Wide Intervention
350,Country Wide,1270029952,1472901508,Number of projects submitted including social cohesion programming tools or measures,#,,1,43271,[RES2.1.4]Social Cohesion for JOR,FOOD/LIV[2.1]Short-Term Emplymt for JOR,2016-01,JOR,364,UNDP,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Social Cohesion for JOR,Short-Term Emplymt for JOR,1,Country Wide Intervention
351,Country Wide,1270029952,1726359759,# of MEN trained with vocational training,# men,,3163,43272,[RES2.2.1]Demand-based business skills,FOOD/LIV[2.2]Perm. Emplymt for JOR,2016-01,JOR,364,UNDP,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Demand-based business skills,Perm. Emplymt for JOR,1,Country Wide Intervention
352,Country Wide,1270029952,685169119,# of MEN who found employment with support provided,# men,,1833,43272,[RES2.2.1]Demand-based business skills,FOOD/LIV[2.2]Perm. Emplymt for JOR,2016-01,JOR,364,UNDP,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Demand-based business skills,Perm. Emplymt for JOR,1,Country Wide Intervention
353,Country Wide,1270029952,634279617,# of WOMEN trained with vocational training,# women,,3162,43272,[RES2.2.1]Demand-based business skills,FOOD/LIV[2.2]Perm. Emplymt for JOR,2016-01,JOR,364,UNDP,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Demand-based business skills,Perm. Emplymt for JOR,1,Country Wide Intervention
354,Country Wide,1270029952,77750359,# of WOMEN who found employment with support provided,# women,,1832,43272,[RES2.2.1]Demand-based business skills,FOOD/LIV[2.2]Perm. Emplymt for JOR,2016-01,JOR,364,UNDP,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Demand-based business skills,Perm. Emplymt for JOR,1,Country Wide Intervention
355,Country Wide,1270029952,225884940,% already funded?  Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded),%,,0,43272,[RES2.2.1]Demand-based business skills,FOOD/LIV[2.2]Perm. Emplymt for JOR,2016-01,JOR,364,UNDP,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Demand-based business skills,Perm. Emplymt for JOR,1,Country Wide Intervention
356,Country Wide,1270029952,540688892,Budget Requirement for 2016,USD $,,6666927,43272,[RES2.2.1]Demand-based business skills,FOOD/LIV[2.2]Perm. Emplymt for JOR,2016-01,JOR,364,UNDP,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Demand-based business skills,Perm. Emplymt for JOR,1,Country Wide Intervention
357,Country Wide,1270029952,1726359759,# of MEN trained with vocational training,# men,,0,43272,[RES2.2.1]Demand-based business skills,FOOD/LIV[2.2]Perm. Emplymt for JOR,2016-01,JOR,941,RI,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Demand-based business skills,Perm. Emplymt for JOR,1,Country Wide Intervention
358,Country Wide,1270029952,634279617,# of WOMEN trained with vocational training,# women,,0,43272,[RES2.2.1]Demand-based business skills,FOOD/LIV[2.2]Perm. Emplymt for JOR,2016-01,JOR,941,RI,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Demand-based business skills,Perm. Emplymt for JOR,1,Country Wide Intervention
359,Country Wide,1270029952,1403659254,Budget Requirement for 2016,USD $,,2.00E+05,43269,[RES2.1.2]Skills Training for JOR,FOOD/LIV[2.1]Short-Term Emplymt for JOR,2016-01,JOR,941,RI,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Skills Training for JOR,Short-Term Emplymt for JOR,1,Country Wide Intervention
360,Country Wide,1270029952,625948652,Number of local skilled MEN conducting skills training,# men,,0,43269,[RES2.1.2]Skills Training for JOR,FOOD/LIV[2.1]Short-Term Emplymt for JOR,2016-01,JOR,941,RI,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Skills Training for JOR,Short-Term Emplymt for JOR,1,Country Wide Intervention
361,Country Wide,1270029952,540688892,Budget Requirement for 2016,USD $,,2.00E+05,43272,[RES2.2.1]Demand-based business skills,FOOD/LIV[2.2]Perm. Emplymt for JOR,2016-01,JOR,941,RI,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Demand-based business skills,Perm. Emplymt for JOR,1,Country Wide Intervention
362,Country Wide,1270029952,1726359759,# of MEN trained with vocational training,# men,,2000,43272,[RES2.2.1]Demand-based business skills,FOOD/LIV[2.2]Perm. Emplymt for JOR,2016-01,JOR,365,WFP,indirect,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Demand-based business skills,Perm. Emplymt for JOR,1,Country Wide Intervention
363,Country Wide,1270029952,685169119,# of MEN who found employment with support provided,# men,,1000,43272,[RES2.2.1]Demand-based business skills,FOOD/LIV[2.2]Perm. Emplymt for JOR,2016-01,JOR,365,WFP,indirect,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Demand-based business skills,Perm. Emplymt for JOR,1,Country Wide Intervention
364,Country Wide,1270029952,634279617,# of WOMEN trained with vocational training,# women,,2000,43272,[RES2.2.1]Demand-based business skills,FOOD/LIV[2.2]Perm. Emplymt for JOR,2016-01,JOR,365,WFP,indirect,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Demand-based business skills,Perm. Emplymt for JOR,1,Country Wide Intervention
365,Country Wide,1270029952,77750359,# of WOMEN who found employment with support provided,# women,,1000,43272,[RES2.2.1]Demand-based business skills,FOOD/LIV[2.2]Perm. Emplymt for JOR,2016-01,JOR,365,WFP,indirect,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Demand-based business skills,Perm. Emplymt for JOR,1,Country Wide Intervention
366,Country Wide,1270029952,540688892,Budget Requirement for 2016,USD $,,4018311,43272,[RES2.2.1]Demand-based business skills,FOOD/LIV[2.2]Perm. Emplymt for JOR,2016-01,JOR,365,WFP,indirect,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Demand-based business skills,Perm. Emplymt for JOR,1,Country Wide Intervention
367,Country Wide,1270029952,1521334184,"# of employers who provided OJT, job matching and apprenticeship opportunities",#,,1000,43273,[RES2.2.2]Job Matching/Career Guidance,FOOD/LIV[2.2]Perm. Emplymt for JOR,2016-01,JOR,365,WFP,indirect,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Job Matching/Career Guidance,Perm. Emplymt for JOR,1,Country Wide Intervention
368,Country Wide,1270029952,1353829348,# of MEN who found employment with support provided,# men,,1000,43273,[RES2.2.2]Job Matching/Career Guidance,FOOD/LIV[2.2]Perm. Emplymt for JOR,2016-01,JOR,365,WFP,indirect,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Job Matching/Career Guidance,Perm. Emplymt for JOR,1,Country Wide Intervention
369,Country Wide,1270029952,2130764826,# of WOMEN who found employment with support provided,# women,,1000,43273,[RES2.2.2]Job Matching/Career Guidance,FOOD/LIV[2.2]Perm. Emplymt for JOR,2016-01,JOR,365,WFP,indirect,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Job Matching/Career Guidance,Perm. Emplymt for JOR,1,Country Wide Intervention
370,Country Wide,1270029952,348057800,Budget Requirement for 2016,USD $,,2678875,43273,[RES2.2.2]Job Matching/Career Guidance,FOOD/LIV[2.2]Perm. Emplymt for JOR,2016-01,JOR,365,WFP,indirect,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Job Matching/Career Guidance,Perm. Emplymt for JOR,1,Country Wide Intervention
371,Country Wide,1270029952,1521334184,"# of employers who provided OJT, job matching and apprenticeship opportunities",#,,50,43273,[RES2.2.2]Job Matching/Career Guidance,FOOD/LIV[2.2]Perm. Emplymt for JOR,2016-01,JOR,941,RI,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Job Matching/Career Guidance,Perm. Emplymt for JOR,1,Country Wide Intervention
372,Country Wide,1270029952,1353829348,# of MEN who found employment with support provided,# men,,0,43273,[RES2.2.2]Job Matching/Career Guidance,FOOD/LIV[2.2]Perm. Emplymt for JOR,2016-01,JOR,941,RI,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Job Matching/Career Guidance,Perm. Emplymt for JOR,1,Country Wide Intervention
373,Country Wide,1270029952,2130764826,# of WOMEN who found employment with support provided,# women,,50,43273,[RES2.2.2]Job Matching/Career Guidance,FOOD/LIV[2.2]Perm. Emplymt for JOR,2016-01,JOR,941,RI,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Job Matching/Career Guidance,Perm. Emplymt for JOR,1,Country Wide Intervention
374,Country Wide,1270029952,641776261,% already funded?  Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded),%,,0,43273,[RES2.2.2]Job Matching/Career Guidance,FOOD/LIV[2.2]Perm. Emplymt for JOR,2016-01,JOR,941,RI,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Job Matching/Career Guidance,Perm. Emplymt for JOR,1,Country Wide Intervention
375,Country Wide,1270029952,348057800,Budget Requirement for 2016,USD $,,2.00E+05,43273,[RES2.2.2]Job Matching/Career Guidance,FOOD/LIV[2.2]Perm. Emplymt for JOR,2016-01,JOR,941,RI,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,FOOD/LIVELIHOOD,Job Matching/Career Guidance,Perm. Emplymt for JOR,1,Country Wide Intervention
376,Country Wide,1270029952,1153126813,# of MALE judges trained on legal issues faced by vulnerable WGBM and the legal aid system (juvenile / regular),# male,,15,43313,[RES2.1.3]Capacity of Judicial Council,JUS[RES2.1]Efficiency of Justice services,2016-01,JOR,30,UNICEF,indirect,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,JUSTICE,Capacity of Judicial Council,Efficiency of Justice services,1,Country Wide Intervention
377,Country Wide,1270029952,466861323,% already funded?  Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded),%,,0,43313,[RES2.1.3]Capacity of Judicial Council,JUS[RES2.1]Efficiency of Justice services,2016-01,JOR,30,UNICEF,indirect,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,JUSTICE,Capacity of Judicial Council,Efficiency of Justice services,1,Country Wide Intervention
378,Country Wide,1270029952,1700734400,# of additional WASH units constructed or provided,#,,20,43232,[RES3.2.2]WASH in Schools,EDU[RES3.2]Formal Educ. for JOR,2015-10,JOR,436,WVI,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,EDUCATION,WASH in Schools,Formal Educ. for JOR,1,Country Wide Intervention
379,Country Wide,1270029952,1824386100,% already funded?  Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded),%,,100,43232,[RES3.2.2]WASH in Schools,EDU[RES3.2]Formal Educ. for JOR,2015-10,JOR,436,WVI,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,EDUCATION,WASH in Schools,Formal Educ. for JOR,1,Country Wide Intervention
380,Country Wide,1270029952,592248314,Budget Requirement for 2016,USD $,,212799.26,43232,[RES3.2.2]WASH in Schools,EDU[RES3.2]Formal Educ. for JOR,2015-10,JOR,436,WVI,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,EDUCATION,WASH in Schools,Formal Educ. for JOR,1,Country Wide Intervention
381,Country Wide,1270029952,466861323,% already funded?  Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded),%,,0,43313,[RES2.1.3]Capacity of Judicial Council,JUS[RES2.1]Efficiency of Justice services,2016-01,JOR,364,UNDP,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,JUSTICE,Capacity of Judicial Council,Efficiency of Justice services,1,Country Wide Intervention
382,Country Wide,1270029952,896526924,Budget Requirement for 2016,USD $,,3.00E+05,43313,[RES2.1.3]Capacity of Judicial Council,JUS[RES2.1]Efficiency of Justice services,2016-01,JOR,364,UNDP,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,JUSTICE,Capacity of Judicial Council,Efficiency of Justice services,1,Country Wide Intervention
383,Country Wide,1270029952,571060230,Budget Requirement for 2016,USD $,,3.00E+06,43243,[RES1.2.1]LED Lights,ENG[RES1.2]RE&EE Solutions,2016-01,JOR,364,UNDP,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,ENERGY,LED Lights,RE&EE Solutions,1,Country Wide Intervention
384,Country Wide,1270029952,269416073,# of households provided with Energy saving lights (each house holds 10 LED lights),# HH,,30000,43243,[RES1.2.1]LED Lights,ENG[RES1.2]RE&EE Solutions,2016-01,JOR,113,UNOPS,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,ENERGY,LED Lights,RE&EE Solutions,1,Country Wide Intervention
385,Country Wide,1270029952,2026540111,# of studies about justice sector service gaps and legal needs of vulnerable WGBM conducted,#,,1,43314,[RES2.1.4]Enhanced info exchange,JUS[RES2.1]Efficiency of Justice services,2016-01,JOR,364,UNDP,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,JUSTICE,Enhanced info exchange,Efficiency of Justice services,1,Country Wide Intervention
386,Country Wide,1270029952,1378342551,% already funded?  Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded),%,,0,43314,[RES2.1.4]Enhanced info exchange,JUS[RES2.1]Efficiency of Justice services,2016-01,JOR,364,UNDP,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,JUSTICE,Enhanced info exchange,Efficiency of Justice services,1,Country Wide Intervention
387,Country Wide,1270029952,1973360574,Budget Requirement for 2016,USD $,,2.00E+05,43314,[RES2.1.4]Enhanced info exchange,JUS[RES2.1]Efficiency of Justice services,2016-01,JOR,364,UNDP,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,JUSTICE,Enhanced info exchange,Efficiency of Justice services,1,Country Wide Intervention
388,Country Wide,1270029952,404524157,# of BOYS_IN_HOST_COMMUNITY participating in projects aimed at reducing social tensions,# boys,,1000,43353,[RES1.3.2] Social Tensions Projects JOR,PROT[RES1.3]Reduce Social Tensions JOR,2016-01,JOR,30,UNICEF,indirect,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,PROTECTION, Social Tensions Projects JOR,Reduce Social Tensions JOR,1,Country Wide Intervention
389,Country Wide,1270029952,1122268188,# of GIRLS _IN_HOST_COMMUNITY participating in projects aimed at reducing social tensions,# girls,,1000,43353,[RES1.3.2] Social Tensions Projects JOR,PROT[RES1.3]Reduce Social Tensions JOR,2016-01,JOR,30,UNICEF,indirect,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,PROTECTION, Social Tensions Projects JOR,Reduce Social Tensions JOR,1,Country Wide Intervention
390,Country Wide,1270029952,1881877176,# of children and youth FEMALE benefiting from alternative education service such as non-formal education,# female,,750,43235,[RES3.3.1]Non-Formal Educ,EDU[RES3.3]Alternt Edc for JOR,2016-01,JOR,941,RI,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,EDUCATION,Non-Formal Educ,Alternt Edc for JOR,1,Country Wide Intervention
391,Country Wide,1270029952,856947667,# of children and youth MALE benefiting  from alternative education service such as non-formal education,# male,,750,43235,[RES3.3.1]Non-Formal Educ,EDU[RES3.3]Alternt Edc for JOR,2016-01,JOR,941,RI,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,EDUCATION,Non-Formal Educ,Alternt Edc for JOR,1,Country Wide Intervention
392,Country Wide,1270029952,1980097786,% already funded?  Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded),%,,0,43235,[RES3.3.1]Non-Formal Educ,EDU[RES3.3]Alternt Edc for JOR,2016-01,JOR,941,RI,direct,,36.438675,31.534067,,,,,,,4514,JOR 3RP PLAN 2016 - RESILIENCE,EDUCATION,Non-Formal Educ,Alternt Edc for JOR,1,Country Wide Intervention
